title,company,location,salary,job_type,description,posted_date
urgent job vacancy in Chennai Guindy accomodation available,Not mentioned,"Pondicherry - Ariyankuppam, Dhanvantri Nagar, Ashok Nagar, Auroville + 1 more","17,000 - 38,000",Full Time Jobs,Office Assistant/Helper,"19 Apr 2025, 04:38 AM"
JOB VACANCY AVALIABLE FOR FRESHER'S AND EXPERIENCE CANDIDATES,Not mentioned,"Coimbatore - Cheran Ma Na, Anaikatti, Anantha Nagar, Gopala Puram","18,000 - 38,000",Full Time Jobs,"Office Assistant/Helper - Clerk, Front desk, Inventory Incharge, Pantry Boy","18 Apr 2025, 09:48 PM"
HIRING FOR OFFICE WORK!!,Not mentioned,"Chennai - Ramakrishna Nagar, Rajbhavan, Rajakilpakkam, Raja Annamalaipuram + 1 more","30,000 - 60,000",Full Time Jobs,Office Assistant/Helper,"18 Apr 2025, 08:21 PM"
WANTED OFFICE ASSISTANT /HELPER,Not mentioned,Chennai - High Court Building,"15,000 - 45,000",Full Time Jobs,Office Assistant/Helper,"18 Apr 2025, 08:12 PM"
WANTED OFFICE ASSISTANT /HELPER,Not mentioned,Chennai - D G Vaishnav College,"15,000 - 45,000",Full Time Jobs,Office Assistant/Helper,"18 Apr 2025, 04:24 PM"
URGENT JOB VACANCY OPENING FOR CHENNAI,Not mentioned,"Chennai - Sowcarpet, Thiruninravur, Pulianthope, Thiruvottiyur + 1 more","18,000 - 35,000",Full Time Jobs,Office Assistant/Helper,"18 Apr 2025, 04:23 PM"
urgent job vacancy in Chennai Guindy accomodation available,Not mentioned,"Pondicherry - Iyyanar Koil Street, Ilango Nagar, ECR Road, Dhanvantri Nagar + 1 more","17,000 - 38,000",Full Time Jobs,Office Assistant/Helper,"18 Apr 2025, 03:45 PM"
WANTED OFFICE ASSISTANT /HELPER,Not mentioned,Trichy - Sastri Road,"15,000 - 45,000",Full Time Jobs,Office Assistant/Helper,"18 Apr 2025, 02:55 PM"
Urgent job vacancy,Not mentioned,"Tirunelveli - Melapalayam, Nanguneri, Gangaikondan, Perumalpuram + 1 more","17,000 - 38,000",Full Time Jobs,Office Assistant/Helper,"18 Apr 2025, 01:28 PM"
WANTED OFFICE ASSISTANT,Not mentioned,Alappuzha - Mullakkal,"18,000 - 25,000",Full Time Jobs,"Office Assistant/Helper - Clerk, Front desk, Inventory Incharge, Pantry Boy","18 Apr 2025, 01:08 PM"
Work from Home Part Time Full Time and Fresher job in Dhanbad for Office Assistant Helper,Not mentioned,"Dhanbad - Amagarha, Chanchani Colony, Kusum Vihar, Sabalpur + 1 more","25,000 - 45,000",Full Time Jobs,"Office Assistant/Helper - Clerk, Pantry-Boy, Inventory-Incharge, Front-desk","18 Apr 2025, 10:33 AM"
urgent job vacancy,Not mentioned,"Coimbatore - Chettipalayam, Anna Nagar, Ganapathi Maanagar, Kanuvai","17,000 - 35,000",Full Time Jobs,Office Assistant/Helper,"18 Apr 2025, 06:47 AM"
need female assistant/ helper in office work,Not mentioned,"Pune - Ambegaon Budruk, Dhayari, Narhe, Ambegaon Bk. + 1 more","10,000 - 20,000",Full Time Jobs,Office Assistant/Helper,"18 Apr 2025, 01:25 AM"
permanent job vacancy,Not mentioned,Chennai - Velachery,"18,000 - 30,000",Full Time Jobs,Office Assistant/Helper,"18 Apr 2025, 01:12 AM"
NEW BRANCH OPENING FOR OFFICE WORK,Not mentioned,Vellore - Kalavai,"20,000 - 40,000",Full Time Jobs,Office Assistant/Helper,"17 Apr 2025, 06:30 PM"
NEED OFFICE ASSISTANT IMMEDIATE JOINING,Not mentioned,Chennai - Poonamallee,"16,000 - 22,000",Full Time Jobs,Office Assistant/Helper,"17 Apr 2025, 06:10 PM"
WANTED OFFICE ASSISTANT /HELPER,Not mentioned,Chennai - Chembarambakkam,"15,000 - 45,000",Full Time Jobs,Office Assistant/Helper,"17 Apr 2025, 06:10 PM"
Wanted Female Personal Secretary for Our MNC,Not mentioned,"Trichy - Ponmalaipatti, Srirangam, KK Nagar, Mannachanallur + 1 more","64,000 - 67,000",Full Time Jobs,Office Assistant/Helper - Clerk,"17 Apr 2025, 02:52 PM"
IMMEDIATELY JOB OPENING FOR OFFICE ASSISTANT,Not mentioned,Madurai - K.Pudur,"20,000 - 40,000",Full Time Jobs,Office Assistant/Helper,"17 Apr 2025, 02:27 PM"
Need female candidate for personal secretary,Not mentioned,"Delhi - Lajpat Nagar, R.K Puram, Raja Garden, Dwarka Sector 17 + 1 more","40,000 - 60,000",Part Time Jobs,Office Assistant/Helper,"17 Apr 2025, 10:58 AM"
WANTED OFFICE ASSISTANT,Not mentioned,Madurai - Ellis Nagar,"15,000 - 45,000",Full Time Jobs,Office Assistant/Helper,"17 Apr 2025, 10:54 AM"
Office Boy-Male,VOGUE INSTITUTE OF ART & DESIGN,Bangalore - Richmond Road,"14,000 - 15,000",Full Time Jobs,Office Assistant/Helper - Front-desk,"16 Apr 2025, 07:34 PM"
Front Office Assistant,Royal Connaught Boat Club,"Pune - Bund Garden Road, Bund Garden, BS Dhole Patil Road","20,000 - 22,000",Full Time Jobs,Office Assistant/Helper - Front-desk,"16 Apr 2025, 07:01 PM"
cafe staff,Sip & Savour,"Bangalore - Devanahalli, Devanahalli Road","9,000 - 12,000",Full Time Jobs,Office Assistant/Helper - Pantry-Boy,"16 Apr 2025, 05:44 PM"
Executive assistant,Not mentioned,"Jaipur - Lal Kothi, Jagatpura, Sanganer","20,000 - 40,000",Full Time Jobs,Office Assistant/Helper - Front desk,"16 Apr 2025, 05:15 PM"
Job Opportunities,Not mentioned,Chennai - Adambakkam,"18,000 - 36,000",Full Time Jobs,Office Assistant/Helper,"16 Apr 2025, 01:52 PM"
URGENT REQUIREMENT FOR OFFICE ASSISTANT,Not mentioned,Chennai - Ennore,"20,000 - 40,000",Full Time Jobs,Office Assistant/Helper,"16 Apr 2025, 01:12 PM"
HELPER EXECUTIVE,Not mentioned,Chennai - Potheri,"18,000 - 24,000",Full Time Jobs,"Office Assistant/Helper - Clerk, Front desk, Inventory Incharge, Pantry Boy","16 Apr 2025, 12:37 PM"
WANTED OFFICE ASSISTANT /HELPER,Not mentioned,Madurai - Karuppayurani,"15,000 - 45,000",Full Time Jobs,Office Assistant/Helper,"16 Apr 2025, 12:22 PM"
WANTED OFFICE ASSISTANT HELPERS,Not mentioned,Chennai - Padi,"53,000 - 60,000",Full Time Jobs,Office Assistant/Helper,"16 Apr 2025, 12:04 PM"
Required Female Personal Secretary Above 30yrs,Not mentioned,Delhi - Karol Bagh,"25,000 - 45,000",Part Time Jobs,Office Assistant/Helper - Front desk,"16 Apr 2025, 11:46 AM"
Wanted Office Assistant,Not mentioned,"Chennai - Pallavaram, Mahabalipuram, Oragadam, Tambaram + 1 more","18,000 - 35,000",Full Time Jobs,Office Assistant/Helper,"16 Apr 2025, 10:11 AM"
People are needed to work in a newly opened famous company in Chennai.,Not mentioned,Chennai - Virugambakkam,"21,500 - 28,500",Full Time Jobs,"Office Assistant/Helper - Front desk, Inventory Incharge","16 Apr 2025, 09:38 AM"
WANTED OFFICE ASSISTANT,Not mentioned,Chennai - Mappedu,"18,000 - 25,000",Full Time Jobs,"Office Assistant/Helper - Clerk, Front desk, Inventory Incharge, Pantry Boy","16 Apr 2025, 09:38 AM"
Office Assistant - Passport Sewa Kendra - Undertaking,Not mentioned,Jalgaon - Full City,"13,795 - 14,545",Full Time Jobs,"Office Assistant/Helper - Clerk, Pantry Boy, Inventory Incharge, Front desk","16 Apr 2025, 05:17 AM"
Dental assistant job,Not mentioned,Jaipur - Lalarpura,"10,000 - 15,000",Full Time Jobs,Office Assistant/Helper - Front desk,"15 Apr 2025, 10:47 PM"
Traffic Executive need urgent,Not mentioned,Jaipur - Transport Nagar,"15,000 - 20,000",Full Time Jobs,Office Assistant/Helper,"15 Apr 2025, 08:34 PM"
URGENT HIRING FOR OFFICE WORK!!,Not mentioned,"Chennai - Chengalpattu, Chintadripet, Chetpet, Camp Road + 1 more","28,000 - 50,000",Full Time Jobs,Office Assistant/Helper,"15 Apr 2025, 08:14 PM"
Private secretary Needed,Happy Consulatation,"Kochi - Kakkanad, Edapally, Kalamassery","30,000 - 60,000",Full Time Jobs,"Office Assistant/Helper - Clerk, Inventory-Incharge, Front-desk","15 Apr 2025, 06:15 PM"
Hiring for Female personal assistant,Not mentioned,"Coimbatore - Saibaba Colony, RS Puram, Peelamedu, Vadavalli + 1 more","15,000 - 25,000",Full Time Jobs,Office Assistant/Helper,"15 Apr 2025, 06:15 PM"
HIRING FOR OFFICE ASSISTANT,FUTURE IMAGE CORPORATION,"Chennai - Tambaram, Vandalur, Perungalathur, Mudichur + 1 more","12,000 - 22,000",Full Time Jobs,"Office Assistant/Helper - Clerk, Pantry-Boy, Inventory-Incharge, Front-desk","15 Apr 2025, 06:13 PM"
Personal Assistant to CEO,Not mentioned,Hyderabad - Jubilee Hills,"80,000 - 81,000",Full Time Jobs,Office Assistant/Helper,"15 Apr 2025, 04:33 PM"
customer care- Support,ALPHA PACKAGING,"Chennai - Ayanambakkam, Porur, ICF Colony, Athipet + 1 more","15,000 - 18,000",Full Time Jobs,Office Assistant/Helper,"15 Apr 2025, 03:46 PM"
WANTED OFFICE WORK,Not mentioned,Chennai - Kodambakkam,"25,000 - 35,000",Full Time Jobs,Office Assistant/Helper,"15 Apr 2025, 03:18 PM"
USE THIS OPPORTUNITY _OFFICE ASSISTANT _20 MEMBERS NEEDED,Not mentioned,Chennai - Velachery,"20,000 - 40,000",Full Time Jobs,Office Assistant/Helper,"15 Apr 2025, 03:18 PM"
USE THIS OPPORTUNITY _OFFICE ASSISTANT _20 MEMBERS NEEDED,Not mentioned,Chennai - Vandalur,"20,000 - 40,000",Full Time Jobs,Office Assistant/Helper,"15 Apr 2025, 03:17 PM"
Fresher or Experienced. WITH ACCOMDATION & FOOD.,Not mentioned,Chennai - Medavakkam,"12,000 - 30,000",Full Time Jobs,Office Assistant/Helper,"15 Apr 2025, 03:16 PM"
office boy come house keeping vacancy,Not mentioned,"Mumbai - Mahim, Andheri East, Jogeshwari East","10,000 - 15,000",Full Time Jobs,"Office Assistant/Helper - Clerk, Pantry Boy","15 Apr 2025, 03:03 PM"
WANTED OFFICE ASSISTANT,Not mentioned,Chennai - Ambattur,"25,000 - 40,000",Full Time Jobs,Office Assistant/Helper,"15 Apr 2025, 02:01 PM"
BACK OFFICE EXECUTIVE,Not mentioned,Chennai - Kk Nagar,"25,000 - 36,000",Full Time Jobs,Office Assistant/Helper,"15 Apr 2025, 02:01 PM"
WANTED OFFICE ASSISTANT /HELPER,Not mentioned,Chennai - Nungambakkam High Road,"15,000 - 45,000",Full Time Jobs,Office Assistant/Helper,"15 Apr 2025, 01:59 PM"
urgent job vacancy available male and female staff,Not mentioned,"Salem - Athanur, Annadanapatti, Arisipalayam, Arasiramani + 1 more","2,000 - 48,000",Full Time Jobs,Office Assistant/Helper,"15 Apr 2025, 01:19 PM"
WANTED OFFICE ASSISTANT /HELPER,Not mentioned,Chennai - Okkiyam Thuraipakkam,"15,000 - 45,000",Full Time Jobs,Office Assistant/Helper,"15 Apr 2025, 12:56 PM"
OFFICE WORK DONE FOR PART TIME OR FULL TIME,Not mentioned,Chennai - Gummidipundi,"25,000 - 36,000",Full Time Jobs,Office Assistant/Helper,"15 Apr 2025, 12:56 PM"
training incharge,Not mentioned,"Chennai - Anna Road H.o, Alandur, Ambattur, Anna Salai + 1 more","19,845 - 21,588",Full Time Jobs,Office Assistant/Helper - Clerk,"14 Apr 2025, 08:03 PM"
USE THIS OPPORTUNITY _OFFICE ASSISTANT _20 MEMBERS NEEDED,Not mentioned,Chennai - Thiruthani,"20,000 - 40,000",Full Time Jobs,Office Assistant/Helper,"14 Apr 2025, 05:08 PM"
WANTED OFFICE ASSISTANT /HELPER,Not mentioned,Chennai - Washermanpet,"15,000 - 45,000",Full Time Jobs,Office Assistant/Helper,"14 Apr 2025, 05:07 PM"
WANTED DATA OFFICE WORK FRESHER FEMALE NEEDED NEEDED APPLY,Not mentioned,Chennai - Royapuram,"20,000 - 40,000",Full Time Jobs,Office Assistant/Helper,"14 Apr 2025, 03:10 PM"
WANTED LAB ASSISTANT EXECUTIVE,Not mentioned,Chennai - Adambakkam,"35,000 - 45,000",Full Time Jobs,Office Assistant/Helper,"14 Apr 2025, 02:31 PM"
WANTED OFFICE ASSISTANT /HELPER,Not mentioned,Tirunelveli - Thirumal Nagar,"15,000 - 45,000",Full Time Jobs,Office Assistant/Helper,"14 Apr 2025, 01:18 PM"
Tci transport corporation of India,Not mentioned,Gorakhpur - Ashok Nagar,"17,000 - 25,000",Full Time Jobs,"Office Assistant/Helper - Front desk, Inventory Incharge","14 Apr 2025, 12:51 PM"
Post- Mobilizer,Upasana Education Trust,"Bhubaneswar - Acharya Vihar, Saheed Nagar, Rasulgarh, Satya Nagar + 1 more","16,000 - 18,000",Full Time Jobs,Office Assistant/Helper - Service-Stations,"14 Apr 2025, 11:13 AM"
USE THIS OPPORTUNITY _OFFICE ASSISTANT _20 MEMBERS NEEDED,Not mentioned,Chennai - Karanodai,"20,000 - 40,000",Full Time Jobs,Office Assistant/Helper,"14 Apr 2025, 10:58 AM"
WANTED OFFICE BOY _DAY SHIFT,Not mentioned,Chennai - Ayanavaram,"20,000 - 40,000",Full Time Jobs,Office Assistant/Helper,"14 Apr 2025, 10:31 AM"
Female personal assistant required,Not mentioned,Kolkata - Girish Park,"65,000 - 90,000",Full Time Jobs,"Office Assistant/Helper - Clerk, Front desk, Inventory Incharge","14 Apr 2025, 10:14 AM"
Shop Assistant,Not mentioned,"Delhi - Chandni Chowk, Darya Ganj, Kashmiri Gate, Jama Masjid + 1 more","8,000 - 10,000",Full Time Jobs,Office Assistant/Helper,"14 Apr 2025, 09:59 AM"
WANTED OFFICE ASSISTANT HELPERS,Not mentioned,Chennai - Tambaram,"56,000 - 60,000",Full Time Jobs,Office Assistant/Helper,"14 Apr 2025, 09:55 AM"
Office boy needed urgently for Ramso Healthcare Pvt. Ltd.,Ramso Healthcare Pvt. Ltd.,Gorakhpur - Taramandal,"5,000 - 8,000",Full Time Jobs,Office Assistant/Helper,"14 Apr 2025, 01:56 AM"
Office Boy- NIGHT SHIFT,Flights Trip Mart,Delhi - Tilak Nagar,"12,000 - 15,000",Full Time Jobs,Office Assistant/Helper - Pantry-Boy,"13 Apr 2025, 10:36 AM"
urgent Required We Are Going Opportunity For Office Work In Chennai,Not mentioned,"Chennai - Guindy, Broadway, Tambaram","20,000 - 35,000",Full Time Jobs,Office Assistant/Helper,"13 Apr 2025, 09:42 AM"
Personal Secretary Female,Not mentioned,Mumbai - Gokuldam,"12,000 - 15,000",Full Time Jobs,"Office Assistant/Helper - Clerk, Front desk","13 Apr 2025, 12:09 AM"
USE THIS OPPORTUNITY _OFFICE ASSISTANT _20 MEMBERS NEEDED,Not mentioned,Chennai - Velachery,"20,000 - 40,000",Full Time Jobs,Office Assistant/Helper,"12 Apr 2025, 02:35 PM"
Urgent Hiring for Office Assistant for Reputed Organisation,SBI General,Delhi - Full City,"25,000 - 35,000",Full Time Jobs,"Office Assistant/Helper - Clerk, Front-desk, Service-Stations","12 Apr 2025, 01:36 PM"
OFFICE ASSISTANT EXECUTIVE,Not mentioned,Chennai - Oragadam,"18,000 - 22,000",Full Time Jobs,"Office Assistant/Helper - Clerk, Front desk, Inventory Incharge, Pantry Boy","12 Apr 2025, 12:43 PM"
WANTED HELPER EXECUTIVE,Not mentioned,Chennai - Anna Nagar,"18,000 - 24,000",Full Time Jobs,"Office Assistant/Helper - Clerk, Front desk, Inventory Incharge, Pantry Boy","12 Apr 2025, 12:43 PM"
FEMALE PERSONAL ASSISTANT AGE ABOVE 30 PLUS,Not mentioned,Delhi - Vikas Puri,"21,700 - 23,700",Full Time Jobs,Office Assistant/Helper,"12 Apr 2025, 12:41 PM"
USE THIS OPPORTUNITY _OFFICE ASSISTANT _20 MEMBERS NEEDED,Not mentioned,Chennai - Broadway,"20,000 - 40,000",Full Time Jobs,Office Assistant/Helper,"12 Apr 2025, 11:37 AM"
OFFICE ASSISTANT EXECUTIVE,Not mentioned,Chennai - Padi,"18,000 - 22,000",Full Time Jobs,"Office Assistant/Helper - Clerk, Front desk, Inventory Incharge, Pantry Boy","12 Apr 2025, 11:37 AM"
WANTED OFFICE ASSISTANT /HELPER,Not mentioned,Chennai - Elavur,"15,000 - 45,000",Full Time Jobs,Office Assistant/Helper,"12 Apr 2025, 11:32 AM"
10th+12th electronic mec ITI,Not mentioned,"Nagpur - Ajni, Bajaj Nagar, Bhandara Road, Dongargaon + 1 more","30,000 - 50,000",Full Time Jobs,Office Assistant/Helper,"12 Apr 2025, 11:26 AM"
Shophelper,Not mentioned,Bangalore - Srinivasa Nagar,"12,000 - 16,000",Full Time Jobs,Office Assistant/Helper - Inventory Incharge,"12 Apr 2025, 10:57 AM"
Office Executive Need on urgent basis,Not mentioned,Ajmer - Naka Madar Colony,"9,000 - 15,000",Full Time Jobs,Office Assistant/Helper,"12 Apr 2025, 12:30 AM"
WANTED OFFICE ASSISTANT /HELPAER,Not mentioned,Chennai - Madhavaram,"15,000 - 45,000",Full Time Jobs,Office Assistant/Helper,"12 Apr 2025, 12:21 AM"
Female Personal Assistant,Not mentioned,"Kolkata - Tollygunge, Barrackpore, Bantala, A.J.C. Bose Road + 1 more","24,000 - 25,000",Full Time Jobs,Office Assistant/Helper - Front desk,"11 Apr 2025, 11:52 PM"
Personal secretary required,Not mentioned,Thane - Ghodbunder Road,"30,000 - 40,000",Full Time Jobs,Office Assistant/Helper,"11 Apr 2025, 11:23 PM"
OFFICE ASSISTANT EXECUTIVE,Not mentioned,Salem - Kannankurichi,"25,000 - 32,000",Full Time Jobs,"Office Assistant/Helper - Clerk, Front desk, Inventory Incharge, Pantry Boy","11 Apr 2025, 10:47 PM"
hiring office assistant job vacancy in Chennai Guindy accomodation available,Not mentioned,"Trichy - Ariyamangalam Area, Bells Railway Colony, Balaji Nagar, Ayyappa Nagar + 1 more","17,000 - 38,000",Full Time Jobs,Office Assistant/Helper,"11 Apr 2025, 10:34 PM"
Hyderabad jibs,Not mentioned,"Hyderabad - Begumpet, Jubilee Hills, Kukatpally, Indira Nagar-Khairtabad + 1 more","18,000 - 22,000",Full Time Jobs,Office Assistant/Helper,"11 Apr 2025, 09:04 PM"
office boy and packing delivery boys,FIRST IDEA,Bangalore - Sudhama Nagar,"15,000 - 22,000",Full Time Jobs,"Office Assistant/Helper - Pantry-Boy, Inventory-Incharge, Front-desk, Service-Stations","11 Apr 2025, 05:35 PM"
WANTED OFFICE ASSISTANT /HELPER,Not mentioned,Karur - Erode Road,"15,000 - 45,000",Full Time Jobs,Office Assistant/Helper,"11 Apr 2025, 01:27 PM"
Personal assistant profile requirement urgent,Not mentioned,Kolkata - Salt Lake City,"40,000 - 65,000",Full Time Jobs,"Office Assistant/Helper - Clerk, Front desk, Inventory Incharge","11 Apr 2025, 01:23 PM"
WANTED FOR OFFICE ASSISTANT,Not mentioned,Chennai - Ambattur Industrial Estate,"25,800 - 45,800",Full Time Jobs,Office Assistant/Helper,"11 Apr 2025, 12:44 PM"
JOB IN CHENNAI,Not mentioned,"Chennai - Sowcarpet, Camp Road, Chrompet, Tambaram + 1 more","22,000 - 35,000",Full Time Jobs,Office Assistant/Helper,"11 Apr 2025, 12:44 PM"
WANTED FOR OFFICE ASSISTANT,Not mentioned,Chennai - 2Nd Main Road,"25,800 - 45,800",Full Time Jobs,Office Assistant/Helper,"11 Apr 2025, 12:43 PM"
hiring office assistant job vacancy in Chennai Guindy accomodation available,Not mentioned,"Trichy - Bharathidasan Salai, Bharathi Nagar, Bhima Nagar, Cantonment + 1 more","17,000 - 38,000",Full Time Jobs,Office Assistant/Helper,"10 Apr 2025, 09:46 PM"
Hurry up New office opening permanent job vacancy Announcement,Not mentioned,Chennai - Tambaram,"20,000 - 35,000",Full Time Jobs,Office Assistant/Helper,"10 Apr 2025, 01:19 PM"
Female Office staff needed. Autocad knowledge preferable.,Not mentioned,"Tirunelveli - KTC Nagar, Palayamkottai","8,000 - 12,000",Full Time Jobs,Office Assistant/Helper,"10 Apr 2025, 01:04 PM"
Required Office Assistants For Pathanamthitta & Muvattupuzha,UROGULF,"Pathanamthitta - Adoor, Aranmula, Alumthuruthy, Anandapally + 1 more","12,000 - 15,000",Full Time Jobs,Office Assistant/Helper,"10 Apr 2025, 11:50 AM"
WANTED FOR OFFICE ASSISTANT,Not mentioned,Chennai - Ambattur Industrial Estate,"28,000 - 45,800",Full Time Jobs,Office Assistant/Helper,"10 Apr 2025, 10:09 AM"
WANTED FOR OFFICE ASSISTANT,Not mentioned,Chennai - Aminjikarai,"25,000 - 45,800",Full Time Jobs,Office Assistant/Helper,"10 Apr 2025, 10:09 AM"
HIRING FOR OFFICE ASSISTANT,Not mentioned,"Pondicherry - Thavalakuppam, Ashok Nagar, Lawspet, Nellithope + 1 more","20,000 - 40,000",Full Time Jobs,Office Assistant/Helper,"10 Apr 2025, 07:24 AM"
IMMEDIATELY HIRING FOR FRESHERS /OFFICE WORK,Not mentioned,Madurai - Anaiyur,"20,000 - 40,000",Full Time Jobs,Office Assistant/Helper,"09 Apr 2025, 10:00 PM"
WANTED OFFICE ASSSISTANT /HELPER,Not mentioned,Madurai - Nagavakulam,"15,000 - 45,000",Full Time Jobs,Office Assistant/Helper,"09 Apr 2025, 10:00 PM"
IMMEDIATELY HIRING FOR FRESHERS /OFFICE WORK,Not mentioned,Vellore - Ambur,"20,000 - 40,000",Full Time Jobs,Office Assistant/Helper,"09 Apr 2025, 08:50 PM"
WANTED OFFICE ASSISTANT /HELPER,Not mentioned,Vellore - Venkatapuram,"15,000 - 45,000",Full Time Jobs,WANTED OFFICE ASSISTANT /HELPER,"09 Apr 2025, 08:50 PM"
personal secretary for Investment company .,Not mentioned,"Lucknow - Gomati Nagar, Gomti Nagar Extension, Indira Nagar, Chinhat + 1 more","20,000 - 40,000",Full Time Jobs,personal secretary for Investment company .,"09 Apr 2025, 08:50 PM"
WANTED FOR OFFICE ASSISTANT,Not mentioned,Chennai - Aminjikarai,"25,000 - 45,000",Full Time Jobs,WANTED FOR OFFICE ASSISTANT,"09 Apr 2025, 04:18 PM"
Urgent Requirement! Permanent Job plus Rewards,Not mentioned,Thane - Vasant Vihar,"14,000 - 18,000",Full Time Jobs,Urgent Requirement! Permanent Job plus Rewards,"09 Apr 2025, 02:15 PM"
OFFICE WORK DONE FOR PART TIME OR FULL TIME,Not mentioned,Chennai - Thiruvottiyur,"25,000 - 30,000",Full Time Jobs,OFFICE WORK DONE FOR PART TIME OR FULL TIME,"09 Apr 2025, 01:33 PM"
WANTED OFFICE ASSISTANT,Not mentioned,Chennai - Anna Salai,"25,000 - 40,000",Full Time Jobs,WANTED OFFICE ASSISTANT,"09 Apr 2025, 01:00 PM"
WANTED OFFICE ASSISTANT /HELER,Not mentioned,Salem - Vazhapadi,"15,000 - 45,000",Full Time Jobs,WANTED OFFICE ASSISTANT /HELER,"09 Apr 2025, 12:41 PM"
WANTED OFFICE ASSISTANT,Not mentioned,Chennai - Adyar,"25,000 - 40,000",Full Time Jobs,WANTED OFFICE ASSISTANT,"09 Apr 2025, 11:50 AM"
Office Assistant - Passport Sewa Kendra - Undertaking,Not mentioned,Mathura - Full City,"13,795 - 14,545",Full Time Jobs,Office Assistant - Passport Sewa Kendra - Undertaking,"09 Apr 2025, 10:12 AM"
WENTER OFFICE ASSISTANT HELPER,Not mentioned,Vijayawada - Gandhi Nagar,"35,000 - 45,000",Full Time Jobs,WENTER OFFICE ASSISTANT HELPER,"09 Apr 2025, 10:06 AM"
Computer Operator,FAST JOB PLACEMENT,Ludhiana - Focal Point,"12,000 - 13,000",Full Time Jobs,Computer Operator,"08 Apr 2025, 09:04 PM"
REQUIRED FEMALE CANDIDATE AS PERSONAL OR OFFICE ASSISTANT,VFC,Ludhiana - Model Gram,"15,000 - 18,000",Full Time Jobs,REQUIRED FEMALE CANDIDATE AS PERSONAL OR OFFICE ASSISTANT,"08 Apr 2025, 09:04 PM"
Office Boy Or Pantry Boy,Watsoo Express,Gurgaon - Udyog Vihar,"14,000 - 15,000",Full Time Jobs,Office Boy Or Pantry Boy,"08 Apr 2025, 09:03 PM"
INVITING FOR ONLINE APPLICATION FOR OFFICE ASSISTANCE AND SUPPORTERS,Not mentioned,Srinagar - Full City,"13,795 - 14,545",Full Time Jobs,INVITING FOR ONLINE APPLICATION FOR OFFICE ASSISTANCE AND SUPPORTERS,"08 Apr 2025, 08:45 PM"
WANTED FOR OFFICE ASSISTANT,Not mentioned,Chennai - Ambattur,"25,000 - 45,000",Full Time Jobs,WANTED FOR OFFICE ASSISTANT,"08 Apr 2025, 06:45 PM"
OFFICE WORK DONE FOR PART TIME OR FULL TIME,Not mentioned,Erode - Sathyamangalam,"25,000 - 36,000",Full Time Jobs,OFFICE WORK DONE FOR PART TIME OR FULL TIME,"08 Apr 2025, 06:14 PM"
wanted job vacancy available in male and female candidates,Not mentioned,Coimbatore - Anna Nagar,"15,000 - 40,000",Full Time Jobs,wanted job vacancy available in male and female candidates,"08 Apr 2025, 05:54 PM"
3 wheeler automobile spare parts shop,Not mentioned,"Chennai - Chintadripet, Aminjikarai, Egmore, Old Washermanpet + 1 more","16,000 - 25,000",Full Time Jobs,3 wheeler automobile spare parts shop,"08 Apr 2025, 04:44 PM"
BACK OFFICE EXECUTIVE,Not mentioned,Vellore - Arcot,"25,000 - 36,000",Full Time Jobs,BACK OFFICE EXECUTIVE,"08 Apr 2025, 04:43 PM"
Office Assistant - Passport Sewa Kendra - Undertaking,Not mentioned,Jhansi - Full City,"13,795 - 14,545",Full Time Jobs,Office Assistant - Passport Sewa Kendra - Undertaking,"08 Apr 2025, 04:34 PM"
