title,company,location,salary,job_type,description,posted_date
Field Officer,Bharat Financial Inclusion Limited,"Varanasi - Ashapur, Chaubepur, Mirapur, Rajatalab + 1 more","10,250 - 18,750",Full Time Jobs,"Delivery/Collections - Cash-Collection, Recovery-Collection","28 Apr 2025, 09:36 PM"
Delivery Executive,Firstcry.com,"Ahmedabad - Vasna, Satellite","11,000 - 12,000",Full Time Jobs,Delivery/Collections - Courier-Delivery,"28 Apr 2025, 06:17 PM"
Grocery Delivery,FMCG,"Siliguri - Eastern Bypass, Babupara, Ghogomali","9,500 - 12,000",Full Time Jobs,Delivery/Collections - Grocery-Delivery,"28 Apr 2025, 05:37 PM"
Delivery boy job,Aikeens global solutions,Indore - Vijay Nagar,"15,000 - 25,000",Part Time Jobs,Delivery/Collections - Other-Delivery/Collection,"28 Apr 2025, 04:09 PM"
URGENT REQUIRED DELIVERY BOY AT SHADOWFAX,SHADOWFAX TECHNOLOGIES PRIVATE LIMITED,"Howrah - South Baksara, Belepole, Santragachi, Andul Road + 1 more","20,000 - 30,000",Full Time Jobs,"Delivery/Collections - Courier-Delivery, Other-Delivery/Collection, Van-Delivery, Courier/Packet-Collection","28 Apr 2025, 12:39 PM"
Delivery Boy,Firstcry.com,"Pune - Baner, Pimple Saudagar, Dange Chowk","14,000 - 14,700",Full Time Jobs,Delivery/Collections - Courier-Delivery,"28 Apr 2025, 10:34 AM"
Delivery Boys with 2+ Years Exp Required For Pharma Company in Mysore.,MM Enterprises,Mysore - KR Mohalla,"8,000 - 20,000",Full Time Jobs,Delivery/Collections - Other-Delivery/Collection,"27 Apr 2025, 06:58 PM"
Field Assistant,Not mentioned,"Howrah - Bally Khal, Bagnan, Andul Road, Ranihati","14,000 - 21,000",Full Time Jobs,Delivery/Collections - Cash-Collection,"26 Apr 2025, 07:22 PM"
Delivery Boys required across Padubidri,Not mentioned,"Udupi - Padubidri, Uchila, Yermal Thenka, Shirva + 1 more","25,000 - 30,000",Full Time Jobs,Delivery/Collections,"26 Apr 2025, 03:12 PM"
Full-Time Delivery Rider,Swiggy,"Secunderabad - Chilkalguda, Neredmet X Road, Old Neredmet, RTC Colony + 1 more","20,000 - 30,000",Full Time Jobs,Delivery/Collections - Food-Delivery,"26 Apr 2025, 12:30 PM"
DELIVERY BOY,Not mentioned,"Muzaffarpur - Sakra, Musahri, Sujawalpur, Dighra Rampur Shah","12,000 - 18,000",Full Time Jobs,Delivery/Collections,"26 Apr 2025, 06:45 AM"
Were Hiring Delivery Riders,meesho,Namakkal - Rasipuram,"25,000 - 35,000",Full Time Jobs,Delivery/Collections - Courier-Delivery,"25 Apr 2025, 07:03 PM"
Delivery boy,Not mentioned,"Cuttack - Bidanasi, CDA Sector-11, CDA Sector-6, CDA Sector-7 + 1 more","6,000 - 6,500",Full Time Jobs,Delivery/Collections,"25 Apr 2025, 06:34 PM"
VAN DELIVERY BOY,Not mentioned,Thiruvalla - Thukalassery,"12,000 - 15,000",Full Time Jobs,"Delivery/Collections - Other-Delivery/Collection, Van-Delivery, Cash-Collection","25 Apr 2025, 11:29 AM"
Delivery boy and sales,Not mentioned,Nawada - Warisaliganj,"20,000 - 25,000",Full Time Jobs,Delivery/Collections,"25 Apr 2025, 10:37 AM"
Delivery Partner,Not mentioned,"Kolhapur - Bhavani Mandap, Dewale, Jaysingpur, Laxmipuri + 1 more","30,000 - 35,000",Part Time Jobs,"Delivery/Collections - Grocery-Delivery, Food-Delivery, Other-Delivery/Collection, Courier/Packet-Collection","24 Apr 2025, 08:32 PM"
Delivery Boys needed urgently - Alandur,Not mentioned,"Chennai - Alandur, Guindy, Koyambedu, Pallavaram + 1 more","15,000 - 18,000",Full Time Jobs,Delivery/Collections - Courier-Delivery,"24 Apr 2025, 06:14 PM"
Delivery Boy Hiring,LOGISTIC,"Northlakhimpur - KB Road, NH 15","10,000 - 30,000",Full Time Jobs,Delivery/Collections,"24 Apr 2025, 05:57 PM"
Delivery Boy,Tesla Enterprise,Ahmedabad - Kathwada,"10,000 - 13,000",Full Time Jobs,Delivery/Collections - Other-Delivery/Collection,"24 Apr 2025, 01:07 PM"
Delivery executive,Not mentioned,"Chennai - Boat Club Area, Thiruverkadu, Pattabiram, Avadi + 1 more","6,000 - 6,500",Full Time Jobs,Delivery/Collections,"23 Apr 2025, 06:19 PM"
POLLACHI AND UDUMALAIPETTAI || REQUIREMENT FIELD COLLECTION EXECUTIVES || BANKING COLLECTION ||,GALAXY GROUPS,"Udumalpet - S V Puram, Bodipatti, Indra Nagar, Chinnaveerampatty + 2 more","15,000 - 20,000",Full Time Jobs,Delivery/Collections,"23 Apr 2025, 02:22 PM"
Delivery boy,ASSPL,"Ranchi - Bariatu, Lalpur, Kanke","14,000 - 18,000",Full Time Jobs,"Delivery/Collections - Grocery-Delivery, Courier-Delivery","23 Apr 2025, 12:40 PM"
Food Delivery Partner,Swiggy,"Mumbai - Ghatkopar East, Chembur, Borivali","15,000 - 25,000",Full Time Jobs,"Delivery/Collections - Grocery-Delivery, Food-Delivery","23 Apr 2025, 10:10 AM"
Delivery Manager,Hashtag Office,"Bangalore - JP Nagar, Jayanagar","14,000 - 16,000",Full Time Jobs,Delivery/Collections - Other-Delivery/Collection,"22 Apr 2025, 11:29 PM"
Delivery agents,Not mentioned,"Hyderabad - Srinagar Colony-Yousufguda, Kamalapuri Colony, Ameerpet, Banjara Hills + 1 more","8,000 - 15,000",Full Time Jobs,Delivery/Collections,"22 Apr 2025, 03:38 PM"
Delivery Executive,Crescat Consulting Pvt Ltd,Dubai,"80,000 - 99,999",Work Abroad,Delivery/Collections - Food-Delivery,"22 Apr 2025, 02:30 PM"
We hiring for Courier Delivery Executive In Chennai || Salary Upto 25000||,Sri Enterprises,"Chennai - Porur, Mogappair, Poonamallee, Neelankarai + 1 more","20,000 - 25,000",Full Time Jobs,Delivery/Collections - Courier/Packet-Collection,"22 Apr 2025, 10:31 AM"
Rider need argent,Not mentioned,"Rajahmundry - AV Appa Rao Road, Cycle Colony, Korukonda Road","12,000 - 13,000",Full Time Jobs,Delivery/Collections,"22 Apr 2025, 08:33 AM"
Delivery Boy,Queen Agencies,Ramanathapuram - Surankottai,"12,000 - 13,500",Full Time Jobs,Delivery/Collections - Grocery-Delivery,"21 Apr 2025, 07:23 PM"
Urgent Hiring Cash Executive,CMS,"Navimumbai - Airoli, Thane Belapur Road, Vashi, Digha Naka + 1 more","17,000 - 20,000",Full Time Jobs,"Delivery/Collections - Cash-Collection, Documents-Collection","21 Apr 2025, 07:15 PM"
Loan Recovery executive,Pivotal Management Pvt.Ltd.,Khagaria - Rahimpur Dakshin,"9,000 - 12,000",Full Time Jobs,Delivery/Collections - Recovery-Collection,"21 Apr 2025, 04:55 PM"
Collection Executives needed 3Nos,Not mentioned,"Coimbatore - Sulur, Karanampettai, Pappampatti, Irugur + 1 more","11,000 - 12,000",Full Time Jobs,Delivery/Collections,"21 Apr 2025, 02:19 PM"
Delivery Associate Required for Amazon Package Delivery,Not mentioned,Bhagalpur - Tilkamanjhi,"10,000 - 20,000",Full Time Jobs,"Delivery/Collections - Courier-Delivery, Other-Delivery/Collection, Van-Delivery, Courier/Packet-Collection","21 Apr 2025, 01:08 PM"
Urgent need delivery boys,Not mentioned,"Tiruvannamalai - Edapalayam, Tiruvannamalai - Thiyagadurgam Road, Adanur, Adayur + 1 more","15,000 - 30,000",Full Time Jobs,Delivery/Collections,"21 Apr 2025, 12:27 PM"
Paytm service executive,SGAGI,"Dehradun - Raipur Road, Shahastradhara Road, Prem Nagar, Dharampur Nehru Colony + 1 more","20,000 - 40,000",Full Time Jobs,"Delivery/Collections - Other-Delivery/Collection, Documents-Collection","21 Apr 2025, 11:05 AM"
Delivery Boy Job Application,The Great Art Printers,Mumbai - Full City,"12,000 - 15,000",Full Time Jobs,"Delivery/Collections - Other-Delivery/Collection, Documents-Collection","20 Apr 2025, 04:57 PM"
Meesho parcel delivery. Part time or full time workers needed. Per day 50 parcel only delivery.,Not mentioned,Thoothukudi - Kayathar,"15,000 - 30,000",Full Time Jobs,Delivery/Collections,"19 Apr 2025, 10:34 PM"
Meesho delivery,meesho,Thoothukudi - Kayathar,"20,000 - 30,000",Full Time Jobs,Not mentioned,"19 Apr 2025, 10:34 PM"
Meesho parcel delivery,Not mentioned,Thoothukudi - Kayathar,"15,000 - 30,000",Full Time Jobs,Not mentioned,"19 Apr 2025, 10:31 PM"
Delivery work,Not mentioned,"Bhilai - Kohka, Nehru Nagar West","12,000 - 15,000",Full Time Jobs,Not mentioned,"19 Apr 2025, 06:27 AM"
Urgent requirement delivery boy,Not mentioned,"Siwan - Tarwara, Basant Pur","15,000 - 20,000",Full Time Jobs,Not mentioned,"18 Apr 2025, 07:14 PM"
Delivery Boy,Blinkit,"Una - Hamirpur Road, Dhusara, Friends Colony, Mehatpur + 1 more","35,000 - 40,000",Full Time Jobs,Not mentioned,"18 Apr 2025, 06:07 PM"
Delivery boy,Network9 incorporate,"Thane - Ghodbandar, Ghantali, Kailash Colony, Kalwa + 1 more","25,000 - 35,000",Full Time Jobs,Not mentioned,"18 Apr 2025, 12:55 PM"
HIRING RECOVERY AGENTS FOR FIELD COLLECTION,CREDIT BOOSTERS/SARAH AGENCYES,"Chennai - Tambaram, Chengalpattu, Porur, Poonamallee + 1 more","20,000 - 25,000",Full Time Jobs,Not mentioned,"18 Apr 2025, 11:32 AM"
MEESHO delivery agent,Narendra,"Medak - Ramayampet, Chegunta, Narsingi","25,000 - 30,000",Full Time Jobs,Not mentioned,"17 Apr 2025, 12:53 PM"
Delivery boy,Not mentioned,Nawalgarh - Dhaka Ki Dhani,"15,000 - 18,000",Full Time Jobs,Not mentioned,"16 Apr 2025, 04:50 PM"
Cash Collecton Officer,AVANSH Consultants,"Ludhiana - Khanna, Doraha","15,000 - 20,000",Full Time Jobs,Not mentioned,"16 Apr 2025, 01:04 PM"
Urgent Hiring - Field Supervisor,CMS Info System Ltd,"Palakkad - Akathethara, Alanallur, Mankurussi, Pattambi + 1 more","4,000 - 14,000",Full Time Jobs,Not mentioned,"15 Apr 2025, 01:43 PM"
Collect cash,Not mentioned,"Bhimavaram - Juvvalapalem Road, Pedamiram","15,000 - 16,000",Full Time Jobs,Not mentioned,"14 Apr 2025, 11:07 PM"
Urgent Hiring For Delivery Partner,Mishra Solution,"Noida - Sector 63, Sector-117, Noida-Greater Noida Expressway, Sector 57","25,000 - 45,000",Full Time Jobs,Not mentioned,"14 Apr 2025, 09:52 PM"
Delivery Person,Sri Andal Agencies,"Coimbatore - Ramanathapuram, Singanallur, Singanallur-Vellalore Road, Sungam + 1 more","16,000 - 20,000",Full Time Jobs,Not mentioned,"12 Apr 2025, 10:44 AM"
"Wanted Delivery Staff, Amazing Salary, Free culture",Not mentioned,"Kumbakonam - Annai Anjugam Nagar, Chettimandapam, Kalimuthu Nagar, Darasuram + 1 more","15,000 - 18,000",Full Time Jobs,Not mentioned,"11 Apr 2025, 02:51 PM"
Delivery Boys required in Bolpur to Panagarh route,Bluedart Express Limited,Bolpursantiniketan - Santiniketan,"12,000 - 13,000",Full Time Jobs,Not mentioned,"11 Apr 2025, 08:53 AM"
field executive,Sunrise Associates,Mandya - Malavalli,"12,000 - 15,000",Full Time Jobs,Not mentioned,"09 Apr 2025, 03:25 PM"
City Mall Delevery,Not mentioned,"Mughalsarai - Mughalsarai Rly Settlement, Patel Nagar, Ravi Nagar, Manas Nagar + 1 more","18,000 - 25,000",Full Time Jobs,Not mentioned,"09 Apr 2025, 01:22 PM"
Delivery boy,Not mentioned,Hisar - Hisar Cantt,"25,000 - 30,000",Full Time Jobs,Not mentioned,"09 Apr 2025, 10:22 AM"
Delivery boy,Not mentioned,"Jalore - Mudtra Sili, Sarat, Narmada Colony, Shivaji Nagar Colony","15,000 - 16,000",Full Time Jobs,Not mentioned,"09 Apr 2025, 10:01 AM"
URGENT VACANCY FIELD COLLECTION OFFICER FOR BANKING RECOVERY COLLECTION,VAISHNAVI MANAGEMENT PVT LTD,"Secunderabad - Shiva Nagar, Paradise Circle, Old Neredmet, Chilkalguda + 1 more","10,000 - 18,000",Full Time Jobs,Not mentioned,"08 Apr 2025, 12:19 PM"
Collection delivery,Not mentioned,"Kondagaon - Chikhalputi, Bazar Para","10,000 - 11,000",Full Time Jobs,Not mentioned,"08 Apr 2025, 10:07 AM"
Rider-Delivery Partner,Shadowfax,"Chennai - Guindy, Ashok Nagar, Saidapet","25,000 - 35,000",Full Time Jobs,Not mentioned,"08 Apr 2025, 06:49 AM"
"Night job security, peteolpump",Not mentioned,Gandhidham - Adipur,"15,000 - 16,000",Full Time Jobs,Not mentioned,"07 Apr 2025, 09:19 PM"
Delivery Boy,Not mentioned,Bangalore - BEML Layout Raja Rajeshwari Nagar,"13,000 - 15,000",Full Time Jobs,Not mentioned,"07 Apr 2025, 01:30 PM"
Delevery boy,Not mentioned,Rupnagar - Anandpur Sahib,"15,000 - 16,000",Full Time Jobs,Delivery/Collections,"07 Apr 2025, 11:15 AM"
Sales executive,Not mentioned,"Jeypore - Parabeda, Ambaguda, Jay Nagar, Panchabati Nagar","12,000 - 13,000",Full Time Jobs,Delivery/Collections,"07 Apr 2025, 10:35 AM"
Courier Delivery Rider,Countryside Express Logistics Pvt. Ltd.,Mohali - Sector 71,"18,000 - 22,000",Full Time Jobs,Delivery/Collections - Courier-Delivery,"06 Apr 2025, 03:18 PM"
Delivery boy,Not mentioned,"Rajapalayam - Intuc Nagar, Tenkasi Road","10,000 - 25,000",Full Time Jobs,Delivery/Collections,"06 Apr 2025, 09:52 AM"
Need Delivery Boys in Jaisalmer,Flipkart,"Jaisalmer - Gandhi Colony, Mohangarh, Malka Pol, Darbariyon Ka Gaon","20,000 - 35,000",Full Time Jobs,"Delivery/Collections - Grocery-Delivery, Food-Delivery, Courier-Delivery, Other-Delivery/Collection + 1 more","05 Apr 2025, 12:15 PM"
Delivery Executive,Integro International,Mumbai - Mumbai Central,"10,000 - 12,000",Full Time Jobs,Delivery/Collections - Other-Delivery/Collection,"05 Apr 2025, 09:05 AM"
Urgent Hiring - Field Executive,CMS Info System Ltd,"Kozhikode - Kannur Road, Malaparamba, Wayanad Road, Arayidathupalam + 1 more","3,000 - 10,000",Full Time Jobs,Delivery/Collections - Cash-Collection,"03 Apr 2025, 09:50 PM"
Seller picup,flipkart,Barasat,"18,000 - 22,000",Full Time Jobs,"Delivery/Collections - Courier-Delivery, Van-Delivery, Courier/Packet-Collection, Cash-Collection","03 Apr 2025, 02:22 PM"
Delivery Boy,Seyal Enterprises,Chennai - Nandanam,"12,000 - 15,000",Full Time Jobs,Delivery/Collections - Courier-Delivery,"02 Apr 2025, 06:30 PM"
Delivery person,Not mentioned,Chennai - Chromepet,"25,000 - 40,000",Full Time Jobs,Delivery/Collections,"02 Apr 2025, 10:43 AM"
Field Collection Executive,L&T,Chamrajnagar - Gundlupet,"17,700 - 19,500",Full Time Jobs,Delivery/Collections - Cash-Collection,"01 Apr 2025, 04:47 PM"
Delivery boy,Not mentioned,"Sawaimadhopur - Bazaria, Indra Colony, Ranthambore Road, Adarsh Nagar","18,000 - 20,000",Full Time Jobs,Delivery/Collections,"01 Apr 2025, 10:57 AM"
Delivery job,Not mentioned,Chennai - Anna Nagar East,"25,000 - 40,000",Full Time Jobs,Delivery/Collections,"31 Mar 2025, 09:49 PM"
Delivery Executives,Not mentioned,"Chennai - Anna Nagar, Bharathi Nagar-Tambaram, AGS Colony, Besant Nagar + 1 more","20,000 - 21,000",Full Time Jobs,Delivery/Collections,"30 Mar 2025, 02:04 PM"
Need Delivery Boy or girl for Courier delhivery,Delhivery Limited,Batala - Jalandhar Road,"15,000 - 20,000",Full Time Jobs,"Delivery/Collections - Courier-Delivery, Other-Delivery/Collection, Van-Delivery, Courier/Packet-Collection","28 Mar 2025, 04:45 PM"
Delivery boy biker,Pickkup,"Mohali - Airport Road, Balongi, Phase 10, Greater Mohali + 1 more","15,000 - 20,000",Full Time Jobs,"Delivery/Collections - Courier-Delivery, Van-Delivery","27 Mar 2025, 09:58 AM"
Delivery bous,Not mentioned,"Warangal - Balasamudram, Bank Colony, Auto Nagar, Bachannapet + 1 more","20,000 - 50,000",Full Time Jobs,Delivery/Collections,"26 Mar 2025, 01:14 PM"
Office boy,Not mentioned,"Chennai - Ponneri, Kavaraipettai, Elavur, Minjur + 1 more","10,000 - 12,000",Full Time Jobs,Delivery/Collections,"25 Mar 2025, 04:48 PM"
DELIVERY BOY,SHADOWFAX,Khamman - Praksh Nagar,"15,000 - 35,000",Full Time Jobs,"Delivery/Collections - Courier-Delivery, Courier/Packet-Collection","25 Mar 2025, 10:22 AM"
E-commerce Operations ExecutiveSupply Chain & Logistics ManagerCustomer Support AssociateData Analyst E-commerceBusiness Development Executi,Not mentioned,"Sonbhadra - Robertganj, Chopan","14,000 - 15,000",Full Time Jobs,Delivery/Collections,"24 Mar 2025, 01:55 PM"
Delivery boy,Not mentioned,"Warangal - Hanamkonda, kazipet","15,000 - 16,000",Full Time Jobs,Delivery/Collections,"23 Mar 2025, 11:19 AM"
Required candidate in Panipat city for Delivery/Collections role. Apply now.,Not mentioned,Panipat - Ansals Sushant City,"1,518 - 2,018",Full Time Jobs,Delivery/Collections,"22 Mar 2025, 11:41 AM"
wanted collection executives,SSA,"Chennai - Ambattur, Velachery, Koyambedu, Mount Road + 1 more","10,000 - 17,000",Full Time Jobs,Delivery/Collections - Recovery-Collection,"20 Mar 2025, 08:17 PM"
Delivery Associate,Superliora Logistics Pvt Ltd,Chennai - Navallur,"17,500 - 18,000",Full Time Jobs,"Delivery/Collections - Van-Delivery, Cash-Collection","20 Mar 2025, 05:46 PM"
Urgent hiring delivery boy,Not mentioned,"Banka - Amarpur Road, Bausi, Danra, Jamdaha + 1 more","50,000 - 60,000",Full Time Jobs,Delivery/Collections,"20 Mar 2025, 12:19 PM"
Delivery boy,Not mentioned,"Warangal - 100 Feet Road, Kazipet, Hanamkonda","6,000 - 8,000",Full Time Jobs,Delivery/Collections,"19 Mar 2025, 02:57 PM"
delivery boy,Array Job Solutions,"Chennai - Choolaimedu, Mugalivakkam, Sholinganallur, Thoraipakkam + 1 more","25,000 - 35,000",Full Time Jobs,"Delivery/Collections - Grocery-Delivery, Food-Delivery, Courier-Delivery","19 Mar 2025, 10:35 AM"
Swiggy Instamart delivery job,Not mentioned,"Kochi - Aluva, Edapally, Kaloor, Angamaly + 1 more","15,000 - 30,000",Full Time Jobs,Delivery/Collections,"19 Mar 2025, 09:23 AM"
Urgent Requirement for delivery boy,Not mentioned,"Navimumbai - New Panvel East, CBD Belapur, Nerul, Vashi + 1 more","14,000 - 15,000",Full Time Jobs,"Delivery/Collections - Grocery-Delivery, Food-Delivery, Courier-Delivery, Other-Delivery/Collection + 4 more","18 Mar 2025, 06:43 PM"
Wanted delivery boy,Not mentioned,"Pimprichinchwad - Akurdi, Indrayani Nagar, Gurudwara Colony, Bhosari + 1 more","10,000 - 13,000",Full Time Jobs,Delivery/Collections,"18 Mar 2025, 11:04 AM"
Field Collection Executive,Axcel Electric Vehicles and Batteries,"Tirunelveli - Kavalkinaru, Avaraikulam, Panakudi, Vallioor + 1 more","12,000 - 18,000",Full Time Jobs,"Delivery/Collections - Other-Delivery/Collection, Cash-Collection","12 Mar 2025, 10:06 AM"
DELIVERY BOY FOR EKART LOGISTICS,Not mentioned,"Solan - Baddi, Barotiwala, Nalagarh","24,000 - 45,000",Full Time Jobs,"Delivery/Collections - Courier-Delivery, Other-Delivery/Collection","12 Mar 2025, 08:35 AM"
Delivery job,Not mentioned,Chennai - Adambakkam,"18,000 - 22,000",Full Time Jobs,Delivery/Collections,"10 Mar 2025, 05:16 PM"
Delivery executives,Accencis HR SERICES PRIVATE LIMITED,"Chittoor - Alimelu Manga Puram, BV Reddy Colony, Balajinagar, C Ramapuram + 1 more","15,000 - 45,000",Full Time Jobs,"Delivery/Collections - Grocery-Delivery, Food-Delivery","10 Mar 2025, 08:36 AM"
Delivery Executive,Elastic Run,Gajapati - Paralakhemundi,"11,000 - 12,000",Full Time Jobs,Delivery/Collections - Courier-Delivery,"03 Mar 2025, 03:12 PM"
CREDIT OFFICER,Not mentioned,"Dhenkanal - Bhuban, Ananda Nagar, Bhagabanpur, Bhapur + 1 more","16,000 - 18,000",Full Time Jobs,Delivery/Collections - Cash-Collection,"03 Mar 2025, 09:56 AM"
Swiggy Delivery Partner,Swiggy,Pathanamthitta - Pathanamthitta Kadammanitta Road,"18,000 - 30,000",Part Time Jobs,"Delivery/Collections - Grocery-Delivery, Food-Delivery","28 Feb 2025, 05:24 PM"
Collection Executive,Wevois,Pali - Marwar Junction,"12,000 - 15,000",Full Time Jobs,Delivery/Collections - Cash-Collection,"28 Feb 2025, 05:10 PM"
Meesho Delivery Job,Gaurav Sharma,"Rewari - Qutubpur, Vikas Nagar","15,000 - 16,000",Full Time Jobs,Delivery/Collections - Courier-Delivery,"27 Feb 2025, 06:36 PM"
Urgent requirement delivery boy,Not mentioned,Madhepura - Shastri Nagar,"15,000 - 20,000",Full Time Jobs,Delivery/Collections,"26 Feb 2025, 08:17 PM"
shop work and Delivery,Not mentioned,Pune - Talegaon Dabhade,"10,000 - 12,000",Full Time Jobs,Delivery/Collections,"22 Feb 2025, 12:12 PM"
Collection excutive,Not mentioned,Mettupalayam - Karamadai Road,"15,000 - 16,000",Full Time Jobs,Delivery/Collections,"19 Feb 2025, 07:25 PM"
Dilivary boy,Not mentioned,Bongaon,"1,000 - 1,500",Full Time Jobs,Delivery/Collections,"15 Feb 2025, 10:46 PM"
Delivery executive urgently needed,Not mentioned,"Chennai - Nungambakkam, Mount Road, OMR, 200 Feet Radial Road + 1 more","15,000 - 20,000",Full Time Jobs,Delivery/Collections,"12 Feb 2025, 10:10 AM"
Urgent Requirement For Kisanserve Express,meraqui venture pvt ltd,Mumbai - Dombivli East,"14,000 - 15,500",Full Time Jobs,Delivery/Collections - Grocery-Delivery,"11 Feb 2025, 09:41 PM"
Urgently Hiring for KYC Collection Field Executive with weekly payment. Apply now,Not mentioned,"Westgodavari - Dondapudi, Lingapalem, Palakoderu, Pothavaram + 1 more","15,000 - 25,000",Full Time Jobs,"Delivery/Collections - Grocery-Delivery, Food-Delivery, Courier-Delivery, Other-Delivery/Collection + 4 more","10 Feb 2025, 06:49 PM"
Urgent Requirement for Flipkart Delivery Boy,Flipkart,"Kalyani - Dakshin Goshpara, Simanta Colony, Block D, Block C + 1 more","15,000 - 20,000",Full Time Jobs,Not mentioned,"08 Feb 2025, 02:06 PM"
E commerce delivery parcel delivery,Not mentioned,"Khandwa - Pandhana, Borgaon Buzurg","10,000 - 11,000",Full Time Jobs,Not mentioned,"06 Feb 2025, 01:35 PM"
Delivery boys,Not mentioned,"Westgodavari - Kovvur, Devarapalli, Gopalapuram","18,000 - 19,000",Full Time Jobs,Not mentioned,"28 Jan 2025, 06:15 PM"
Urgently Hiring for KYC Collection Field Executive with weekly payment. Apply now,Not mentioned,"Krishna - Chinna Avutapalli, Musunuru, Royyuru, Moguluru + 1 more","15,000 - 25,000",Full Time Jobs,Not mentioned,"27 Jan 2025, 08:24 PM"
"wanted delivery agents to delivery online courier deliveries in Anakapalli, Parawada, lankelapalem areas",Havya Logistics,"Anakapalle - Pisinikada, Shardha Nagar, Kothuru Village","10,000 - 17,000",Full Time Jobs,Not mentioned,"23 Jan 2025, 06:27 PM"
Field Sales Officer,Innov Finlab,"Cuddalore - Vadalur, Neyveli, Panruti, Vadakuthu + 1 more","10,000 - 15,000",Full Time Jobs,Not mentioned,"23 Jan 2025, 07:47 AM"
Mallvali city for Delivery,Not mentioned,"Mandya - Malavalli, B G Pura, K.Kodihalli, Kallahalli","10,000 - 11,000",Full Time Jobs,Not mentioned,"22 Jan 2025, 01:24 PM"
Urgently Hiring for KYC Collection Field Executive with weekly payment. Apply now,Not mentioned,"Eastgodavari - Atreyapuram, Gollaprollu, Pasalapudi, Ramanayyapeta + 1 more","15,000 - 25,000",Full Time Jobs,Not mentioned,"21 Jan 2025, 12:12 PM"
Driver and helper for furniture shop kollam pallim,Not mentioned,"Kollam - Beach Road, Ayathil, Pallimukku, Chandanathope + 1 more","15,000 - 16,000",Full Time Jobs,Not mentioned,"20 Jan 2025, 07:25 PM"
Delivery Boy For Shadowfax,SHRADDHA COURIER,Puri - Balighat,"9,000 - 30,000",Full Time Jobs,Not mentioned,"20 Jan 2025, 05:26 PM"
Delivery Partners,Blinkit,"Ambernath - Morivali, Navare Nagar","25,000 - 30,000",Full Time Jobs,Not mentioned,"14 Jan 2025, 10:27 AM"
Delevery boy,Not mentioned,Rishikesh - Pragati Vihar,"22,000 - 25,000",Full Time Jobs,Not mentioned,"12 Jan 2025, 03:16 AM"
COURIER DELIVERY,BLU DART,"Mohali - Greater Mohali, Industrial Area Mohali Phase 9","15,000 - 17,000",Full Time Jobs,Not mentioned,"11 Jan 2025, 05:04 PM"
