title,company,location,salary,job_type,description,posted_date
wanted female tele callers,RKFINONE,"Rajahmundry - Gandhi Puram, Innespeta, Namavaram, Morampudi + 1 more","10,000 - 11,000",Full Time Jobs,BPO/ Telecaller,"01 May 2025, 01:32 PM"
Customer Relationship Exe,Not mentioned,Guwahati - Geetanagar,"8,000 - 9,000",Full Time Jobs,BPO/ Telecaller,"01 May 2025, 11:04 AM"
Trainee Process Associate,rProcess Outsourcing Services Pvt.LTD,Mysore - Lakshmipuram,"12,000 - 13,000",Full Time Jobs,"BPO/ Telecaller - Non-Voice, Support","01 May 2025, 10:49 AM"
Inside Sale,Bivocalbirds,"Noida - Noida Extension, Noida-Greater Noida Expressway, Noida Golf Course","15,000 - 20,000",Full Time Jobs,"BPO/ Telecaller - Domestic, Sales","01 May 2025, 09:24 AM"
Work from home,Not mentioned,"Bangalore - A Dasarahalli, A Narayanapura, AMCO Colony, AMS Layout + 1 more","14,000 - 18,000",Full Time Jobs,BPO/ Telecaller,"01 May 2025, 09:14 AM"
telecaller and civil 3D designer,cojines pvt. ltd,Udupi - Karkala,"12,000 - 15,000",Full Time Jobs,"BPO/ Telecaller - Outgoing, Domestic, Sales","01 May 2025, 09:06 AM"
Credit card upgrade dsa,Not mentioned,Noida - Sector 132,"18,000 - 28,000",Full Time Jobs,BPO/ Telecaller,"01 May 2025, 08:39 AM"
Promoter- Retail Sales- Part time evenings and Weekends,Global Foods,"Delhi - Vasant Kunj, Malviya Nagar, Ashram, South Extension","12,000 - 15,000",Part Time Jobs,BPO/ Telecaller - Sales,"30 Apr 2025, 11:27 PM"
Customer Support,Not mentioned,Mohali - Airport Road,"12,000 - 15,000",Full Time Jobs,BPO/ Telecaller,"30 Apr 2025, 10:40 PM"
Business Development Trainee,Appsierra Group,Noida - Sector 63,"10,000 - 12,000",Internships,"BPO/ Telecaller - Incoming, Outgoing, Domestic, International + 4 more","30 Apr 2025, 07:40 PM"
Tele Calling Exe,Not mentioned,Ghaziabad - Kaushambi,"10,000 - 14,000",Full Time Jobs,BPO/ Telecaller,"30 Apr 2025, 07:23 PM"
Urgent Hiring For Voice Process & Front Office Executive,PRADEE QUEEN HOLIDAY RESORTS PVT LTD.,"Chennai - Guindy, Vadapalani, Thousand Lights, T Nagar + 1 more","15,000 - 20,000",Full Time Jobs,"BPO/ Telecaller - Outgoing, Domestic","30 Apr 2025, 07:08 PM"
TELECALLING JOB,HITESH MOHAKAR,Aurangabad - Mondha Road,"3,000 - 10,000",Part Time Jobs,"BPO/ Telecaller - Domestic, Voice","30 Apr 2025, 03:52 PM"
Business Development executive,Not mentioned,"Pimprichinchwad - Akurdi, Nigdi, Pimpri, Pimple Nilakh + 1 more","18,500 - 32,500",Full Time Jobs,BPO/ Telecaller,"30 Apr 2025, 03:48 PM"
TELECALLING AND MARKETING,MK GROUP,"Bhilai - Housing Board Colony, Janjgiri, Khursipar, Panchsheel Nagar","15,000 - 20,000",Work From Home,BPO/ Telecaller - Others,"30 Apr 2025, 02:45 PM"
Cleaning workers,Rakesh Marble And Granite,"Palakkad - Akathethara, Jainmedu, Kalmandapam, Kalpathy + 1 more","7,500 - 10,000",Full Time Jobs,BPO/ Telecaller - Others,"30 Apr 2025, 12:13 PM"
IMMEDIATE HIRING FOR EXPERIENCED TELECALLER WITH ATTRACTIVE SALARY,RANGOLI KITCHEN,"Bangalore - Jakkur, Yelahanaka","12,000 - 15,000",Full Time Jobs,"BPO/ Telecaller - Incoming, Outgoing, Sales","30 Apr 2025, 10:59 AM"
Customer Sales Executive,ZenPro Business Solutions Pvt. Ltd.,Mumbai - Vasai West,"18,000 - 25,000",Full Time Jobs,"BPO/ Telecaller - Incoming, Outgoing, International, Voice","30 Apr 2025, 02:40 AM"
Business Development Executive,Equiscan Research India Pvt Ltd,Bangalore - BTM Layout 2nd Stage,"17,000 - 20,000",Full Time Jobs,BPO/ Telecaller - Sales,"30 Apr 2025, 01:37 AM"
TELECALLER TELESALES EXECUTIVE,Finfortune financial services Pvt Ltd,Chennai - Vadapalani,"14,000 - 20,000",Full Time Jobs,"BPO/ Telecaller - Domestic, Voice, Sales","29 Apr 2025, 10:54 PM"
CUSTOMER CARE EXECUTIVE,Not mentioned,"Erode - Erode Fort, Palayapalayam, Veerappanchatram, Thirunagar Colony + 1 more","10,000 - 11,000",Full Time Jobs,"BPO/ Telecaller - Incoming, Outgoing, Domestic, Sales","29 Apr 2025, 08:18 PM"
Telecaller role,Not mentioned,"Sasaram - Geeta Ghat Colony, Gorakshani","20,000 - 25,000",Full Time Jobs,BPO/ Telecaller,"29 Apr 2025, 02:47 PM"
International Telecalling,Shiv Solution,"Kanpur - Krishna Nagar, Shyam Nagar, Kakadeo, Kakadev + 1 more","10,000 - 25,000",Full Time Jobs,"BPO/ Telecaller - International, Voice","29 Apr 2025, 01:41 PM"
hiring for export company for sales and client communication,agatehub,Udaipur - Sukher,"15,000 - 16,000",Full Time Jobs,BPO/ Telecaller - Sales,"29 Apr 2025, 01:34 PM"
Business Development Executive for Real Estate Calling,ORILTON BUIDCON PRIVATE LIMITED,Noida - Sector 1,"10,000 - 25,000",Full Time Jobs,"BPO/ Telecaller - Outgoing, Sales","29 Apr 2025, 11:12 AM"
Tele Caller for Night shift,IGLOBAL IMPACT ITES PVT. LTD.,"Durgapur - A-Zone, Benachity, Bidhan Nagar, City Center + 1 more","12,000 - 15,000",Full Time Jobs,BPO/ Telecaller,"29 Apr 2025, 08:25 AM"
Field Executive,Not mentioned,Chennai - Purasawakkam,"12,000 - 15,000",Full Time Jobs,BPO/ Telecaller,"28 Apr 2025, 09:04 PM"
Wanted Collection Excecutive in Trivandrum,MAS Associates,"Trivandrum - Alamcode, Kallambalam, Attingal","15,000 - 35,000",Full Time Jobs,BPO/ Telecaller - Recovery-Collection,"28 Apr 2025, 08:53 PM"
Wanted Female Tele-caller,Not mentioned,Chennai - Saidapet,"11,000 - 18,000",Full Time Jobs,BPO/ Telecaller,"28 Apr 2025, 08:27 PM"
We are hiring for freshers and experience candidates we can also apply for immediately joining process work from office,Not mentioned,Chennai - Ekkattuthangal,"18,000 - 25,000",Full Time Jobs,BPO/ Telecaller,"28 Apr 2025, 04:28 PM"
Field Sales Executive,Maatrom HR Solution,"Chennai - Ambattur, KK Nagar, Poonamallee, Red Hills + 1 more","18,000 - 30,000",Full Time Jobs,BPO/ Telecaller - Sales,"28 Apr 2025, 03:19 PM"
POLICY BAZAAR,Truvisors Technology,Godhra - Bhurava,"10,000 - 11,000",Full Time Jobs,BPO/ Telecaller,"28 Apr 2025, 02:32 PM"
FEMALE TELE CALLER REQUIRED - URGENT,GATS,Secunderabad - Paradise Circle,"10,000 - 12,000",Full Time Jobs,BPO/ Telecaller,"28 Apr 2025, 01:58 PM"
Tele-callers & Team-leaders.,Not mentioned,Coimbatore - Barathiar Road,"10,000 - 25,000",Full Time Jobs,BPO/ Telecaller,"28 Apr 2025, 10:56 AM"
Tele calling and Data Entry Freshers,Panacorp Software Solution pvt ltd,"Nagercoil - Asaripallam, Chunkankadai, Krishnankovil, Kottar + 1 more","8,000 - 15,000",Full Time Jobs,BPO/ Telecaller - Sales,"28 Apr 2025, 10:48 AM"
Dakshin Honda Is Urgently Hiring For Tele caller || Customer Relation Executive,ELITE AUTOMOBILES PVT LTD (Dakshin Honda),"Bangalore - Hosur Road, Singasandra, Ulsoor, Bommanahalli + 1 more","16,000 - 20,000",Full Time Jobs,"BPO/ Telecaller - Incoming, Outgoing, Domestic, International + 9 more","28 Apr 2025, 10:45 AM"
Tele sales,Sathish Ventures Housing Pvt Ltd,"Coimbatore - Kovilpalayam, Ponnegoundenpudur, Kariyampalayam, Saravanampatti + 1 more","15,000 - 30,000",Full Time Jobs,BPO/ Telecaller,"28 Apr 2025, 09:43 AM"
Inside Telecalling Sales Noida,Genesisflare Technologies Pvt Ltd,Noida - Sector 1,"14,000 - 18,000",Full Time Jobs,"BPO/ Telecaller - International, Voice, Sales","28 Apr 2025, 09:15 AM"
Sales and Marketing Executive,Vimsar products pvt.ltd,Indore - Pithampur,"18,800 - 20,000",Full Time Jobs,Not mentioned,"28 Apr 2025, 07:03 AM"
Sales girls for a Shopping mall at Ramanathapuram,Not mentioned,"Ramanathapuram - Chittarkottai, Nehru Nagar, Peravoor, Surankottai + 1 more","10,000 - 12,000",Full Time Jobs,Not mentioned,"27 Apr 2025, 09:29 PM"
Telecaller needed urgently for Ayurvedic medicine,Not mentioned,"Delhi - Rohini Sector 7, Badli, Adarsh Nagar","10,000 - 12,000",Full Time Jobs,Not mentioned,"27 Apr 2025, 08:00 PM"
Customer Service,Not mentioned,Thane - Wagle Industrial Estate,"20,000 - 30,000",Full Time Jobs,Not mentioned,"27 Apr 2025, 03:35 PM"
Phone Banking Officer,Kotak Mahindra Bank,"Thane - Wagle Estate, Dombivli, Kalyan Shilphata Road","17,000 - 23,000",Full Time Jobs,Not mentioned,"27 Apr 2025, 03:32 PM"
property sales,Not mentioned,Noida - Sector 136,"15,000 - 40,000",Full Time Jobs,Not mentioned,"27 Apr 2025, 10:19 AM"
Opening for Business Development Executive - Chennai,Axess Technology,"Chennai - Velachery, Pallikaranai, Medavakkam, Taramani + 1 more","30,000 - 50,000",Full Time Jobs,Not mentioned,"26 Apr 2025, 10:58 PM"
Tele Caller,Panacorp Software Solutions,Nagercoil - Vadasery,"8,000 - 20,000",Full Time Jobs,Not mentioned,"26 Apr 2025, 07:51 PM"
Tele caller,QuestHire Solutions,Bangalore - Hebbal,"15,000 - 15,000",Full Time Jobs,Not mentioned,"26 Apr 2025, 01:27 AM"
Manager Operations - Banking Process BPO,Fastline Recruitment Services,Bangalore - Shivaji Nagar,"80,000 - 90,000",Full Time Jobs,Not mentioned,"25 Apr 2025, 10:20 PM"
Telecalling Executive,BuddhaMoney,Rourkela - Udit Nagar,"5,000 - 7,500",Full Time Jobs,Not mentioned,"25 Apr 2025, 08:24 PM"
admission councellor,Not mentioned,Noida - Sector 12,"15,000 - 23,000",Full Time Jobs,Not mentioned,"25 Apr 2025, 06:31 PM"
Business Development Exicutive,Not mentioned,"Wayanad - Kalpetta, Kottathara, Mananthavady, Meenangadi + 1 more","10,000 - 15,000",Full Time Jobs,Not mentioned,"25 Apr 2025, 05:50 PM"
Business Development Executive,RainStream Technologies,Ahmedabad - Full City,"15,000 - 25,000",Full Time Jobs,Not mentioned,"25 Apr 2025, 05:38 PM"
Sales Excecutive,The Daras,Kozhikode - Puthiyara,"10,000 - 11,000",Full Time Jobs,BPO/ Telecaller - Sales,"24 Apr 2025, 11:41 AM"
Telesales Executive,Solnora Energy,Noida - Sector 132,"15,000 - 20,000",Full Time Jobs,"BPO/ Telecaller - Incoming, Outgoing, Domestic, Sales","24 Apr 2025, 10:33 AM"
Sales Executive Call Center,Not mentioned,Pandharpur - Chouphala,"15,000 - 16,000",Full Time Jobs,BPO/ Telecaller,"24 Apr 2025, 08:22 AM"
Telecalling Executive,Not mentioned,"Coimbatore - ATT Colony, Abirami Nagar, Adithya Institute Of Technology Road, Alandurai + 1 more","100,000 - 100,000",Full Time Jobs,BPO/ Telecaller,"24 Apr 2025, 12:11 AM"
Customer support Executive,Leadwhiz Business Solutions,Chennai - Tambaram Sanatorium,"12,000 - 18,000",Full Time Jobs,"BPO/ Telecaller - Outgoing, Domestic, Voice","23 Apr 2025, 08:45 PM"
OPPERTUNITY FOR FRESHERS BACK END PROCESS,ANDROMEDA SALES AND DISTRIBUTION PVT LTD,Chennai - Royapettah,"12,000 - 20,000",Full Time Jobs,BPO/ Telecaller,"23 Apr 2025, 05:55 PM"
Business developement officer,HYGIENE FRESH,"Kottayam - Changanassery, Chempu, Erattupetta, Manarcadu + 1 more","20,000 - 25,000",Full Time Jobs,BPO/ Telecaller - Sales,"23 Apr 2025, 03:39 PM"
Tele Counseling - MAAC Institute - Females.,Not mentioned,"Mumbai - Andheri East, Dadar, Kalyan West, Mulund West + 1 more","15,000 - 20,000",Full Time Jobs,"BPO/ Telecaller - Outgoing, Sales","23 Apr 2025, 03:39 PM"
Telecaller Required,Not mentioned,Indore - 60 Feet Airport Road,"7,000 - 10,000",Full Time Jobs,BPO/ Telecaller,"23 Apr 2025, 03:21 PM"
Work from home and office work only,Not mentioned,Chennai - Guindy,"20,000 - 35,000",Full Time Jobs,BPO/ Telecaller,"23 Apr 2025, 03:11 PM"
Telesales Representative Require For - MAAC & Lakme Academy.,Not mentioned,"Mumbai - Mulund West, Sion, Vasai West, Vashi + 1 more","13,000 - 17,000",Full Time Jobs,"BPO/ Telecaller - Outgoing, Sales","23 Apr 2025, 03:07 PM"
TeleSales Executive - FEMALES Require For Lakme Academy.,Not mentioned,"Mumbai - Breach Candy, Charni Road, Fort, Mumbai Central + 1 more","10,000 - 15,000",Full Time Jobs,"BPO/ Telecaller - Outgoing, Sales","23 Apr 2025, 02:56 PM"
Tele Counselor Who Have Experience Of Tele Counseling Require Urgently.,Not mentioned,"Mumbai - Kalyan West, Mulund West, Sion, Vasai Road + 1 more","15,000 - 20,000",Full Time Jobs,"BPO/ Telecaller - Outgoing, Sales","23 Apr 2025, 02:56 PM"
Here are some job title options1. Software Engineer2. Data Scientist3. Marketing Manager4. Business Analyst5. Product Manager,Not mentioned,Biharsharif - Shivaji Nagar,"15,000 - 18,000",Full Time Jobs,BPO/ Telecaller,"23 Apr 2025, 02:54 PM"
Urgent Opening for Tele Caller - Lead Generation,Not mentioned,"Mumbai - Borivali, Dadar, Kalyan East, Mulund West + 1 more","12,000 - 25,000",Full Time Jobs,"BPO/ Telecaller - Incoming, Outgoing, Domestic, Sales","23 Apr 2025, 01:52 PM"
Tele caller for counseling to students Hiring For MAAC,Not mentioned,"Mumbai - Belapur, Dadar, Kalyan East, Mulund West + 1 more","12,000 - 25,000",Full Time Jobs,"BPO/ Telecaller - Incoming, Outgoing, Sales","23 Apr 2025, 01:30 PM"
TeleCaller - Females Only.,Not mentioned,"Mumbai - Andheri West, Borivali, Vasai Road, Kalyan West + 1 more","12,000 - 20,000",Full Time Jobs,"BPO/ Telecaller - Outgoing, Sales","23 Apr 2025, 12:56 PM"
Tele caller,Arassia Trading Academy,Mumbai - Goregaon East,"10,000 - 15,000",Full Time Jobs,"BPO/ Telecaller - Incoming, Outgoing, Support, Technical","23 Apr 2025, 12:11 PM"
Client Relationship Executive,C Fiber Communications Pvt Ltd,"Pondicherry - Auroville, Boomiyanpet, White Town","12,000 - 15,000",Full Time Jobs,"BPO/ Telecaller - Incoming, Sales","23 Apr 2025, 11:29 AM"
Voice process- Banking Process,Not mentioned,Chennai - Kodambakkam,"11,000 - 25,000",Full Time Jobs,"BPO/ Telecaller - Sales, Support","22 Apr 2025, 04:07 PM"
Telecalling Executive,Vision India Insurance,Coimbatore - Kondayampalayam,"10,000 - 15,000",Full Time Jobs,BPO/ Telecaller,"22 Apr 2025, 02:51 PM"
" Telecalling Executive, Telecaller",Meenakshi college of Engineering,Chennai - KK Nagar West,"20,000 - 21,000",Full Time Jobs,BPO/ Telecaller - Outgoing,"22 Apr 2025, 02:20 PM"
Tele Sales Executive,balaji,Chennai - Teynampet,"11,000 - 12,000",Full Time Jobs,"BPO/ Telecaller - Incoming, Outgoing, Domestic, Voice","22 Apr 2025, 10:29 AM"
ull-Time Remote Customer Service Agent,Agency,"Delhi - Amar Colony, Ashram, Bahadurgarh, Chirag Dilli","8,000 - 10,000",Full Time Jobs,"BPO/ Telecaller - International, Support","22 Apr 2025, 08:11 AM"
 Tele Counsellor- Domestic,Frankfinn Aviation Services Private Limited,Gurgaon - Sector 18,"16,000 - 21,000",Full Time Jobs,BPO/ Telecaller - Domestic,"22 Apr 2025, 08:09 AM"
Full-Time Remote Customer Service Agent,Agency,Delhi - Kalkaji,"8,000 - 10,000",Full Time Jobs,"BPO/ Telecaller - International, Support","22 Apr 2025, 08:06 AM"
SENIOR TELECALLER,RENEW PLUS HAIR AND SKIN CARE,"Chennai - Medavakkam, Tambaram East, Velachery","12,000 - 16,000",Full Time Jobs,BPO/ Telecaller,"22 Apr 2025, 01:05 AM"
Open Positions for Telecaller,Valueway HR Consultants,Sirsa - New Anaj Mandi,"8,000 - 12,000",Full Time Jobs,BPO/ Telecaller,"21 Apr 2025, 07:03 PM"
Telecalling Executive,Admonz pvt ltd,Amritsar - Ranjit Avenue,"12,000 - 15,000",Full Time Jobs,"BPO/ Telecaller - Incoming, Outgoing, Sales","21 Apr 2025, 04:46 PM"
Field sales Executive,Cherri Technologies,Pondicherry - White Town,"15,000 - 35,000",Full Time Jobs,BPO/ Telecaller - Sales,"21 Apr 2025, 04:27 PM"
AR CALLER - FRESHER,centaur billing Pvt Ltd,Chennai - Adyar,"15,000 - 25,000",Full Time Jobs,"BPO/ Telecaller - International, Voice, Sales, Support + 2 more","21 Apr 2025, 01:16 PM"
AR CALLER - FRESHER,centaur billing Pvt Ltd,Chennai - Adyar,"15,000 - 25,000",Full Time Jobs,"BPO/ Telecaller - Incoming, International, Voice, Support + 2 more","21 Apr 2025, 01:16 PM"
Branch Sales & Services Manager,Not mentioned,Pune - Sangamvadi,"18,000 - 20,000",Full Time Jobs,BPO/ Telecaller - Sales,"21 Apr 2025, 11:07 AM"
Tele caller,Not mentioned,Coimbatore - Tatabad,"15,000 - 22,000",Full Time Jobs,BPO/ Telecaller,"21 Apr 2025, 10:43 AM"
Telecaller Team leader,Not mentioned,Chennai - Valasaravakkam,"18,000 - 25,000",Full Time Jobs,BPO/ Telecaller,"21 Apr 2025, 10:35 AM"
Wanted telecaller vacan,Not mentioned,"Chennai - Besant Nagar, Adyar, Ambattur, Anna Nagar + 1 more","18,000 - 45,000",Full Time Jobs,BPO/ Telecaller,"21 Apr 2025, 10:35 AM"
Staff freshers experience both con apply,Not mentioned,"Chennai - Guindy, Guindy Industrial Estate","25,000 - 26,000",Full Time Jobs,BPO/ Telecaller,"21 Apr 2025, 10:32 AM"
Showroom Sales-TATA CROMA- Contact 8867916254,TATA Croma,"Chennai - Besant Nagar, Mudichur, Chromepet","12,000 - 18,000",Full Time Jobs,BPO/ Telecaller,"21 Apr 2025, 10:32 AM"
Tele caller,Not mentioned,Delhi - Vasant Kunj,"10,000 - 12,000",Full Time Jobs,BPO/ Telecaller,"21 Apr 2025, 10:28 AM"
job offer for BPO Team leader for Collections at Virar,ultimate recruiters,Mumbai - Virar West,"25,000 - 30,000",Full Time Jobs,"BPO/ Telecaller - Incoming, Outgoing","20 Apr 2025, 04:08 PM"
US Outbound Sales,Not mentioned,Noida - Noida Golf Course,"25,000 - 26,000",Full Time Jobs,BPO/ Telecaller,"20 Apr 2025, 10:03 AM"
Four wheeler,Not mentioned,"Ajmer - Adarsh Nagar, Alwar Gate","18,000 - 19,000",Full Time Jobs,BPO/ Telecaller,"20 Apr 2025, 08:23 AM"
Telecaller - Real Estate Company,SUNHIL GROUP,"Noida - Sector 1, Sector-2","15,000 - 16,000",Full Time Jobs,"BPO/ Telecaller - Incoming, Outgoing, Voice, Sales + 1 more","19 Apr 2025, 09:31 PM"
Tele caller,Safeducate Learning Pvt Ltd,Noida - Sector-8,"10,000 - 15,000",Full Time Jobs,"BPO/ Telecaller - Incoming, Outgoing, Domestic, Sales","19 Apr 2025, 09:28 PM"
Tele calling,Not mentioned,Ballarpur - Bamni,"6,000 - 15,000",Full Time Jobs,BPO/ Telecaller,"19 Apr 2025, 06:20 PM"
Relationship Manager - Mumbai,Not mentioned,Mumbai - Pathan Wadi,"20,000 - 30,000",Full Time Jobs,BPO/ Telecaller - Sales,"19 Apr 2025, 04:14 PM"
Tele caller,R planet,"Ahmedabad - Ahmedabad - Rajkot Highway, Amraiwadi, Ambli, Bodakdev + 1 more","15,000 - 18,000",Full Time Jobs,"BPO/ Telecaller - Incoming, Outgoing, Sales, Support","19 Apr 2025, 01:51 PM"
BPO Call Centre,THE FIJ GROUP,Delhi - Abul Fazal Enclave,"5,000 - 8,000",Full Time Jobs,"BPO/ Telecaller - Incoming, Outgoing, Domestic, Sales","19 Apr 2025, 12:18 PM"
Telecaller required in Kannur,Global skills,Kannur - Talap,"8,000 - 10,000",Full Time Jobs,"BPO/ Telecaller - Outgoing, Domestic, Sales","19 Apr 2025, 11:19 AM"
Wanted Telugu hindi speaking for tele calling and marketing,Not mentioned,"Trichy - K.K.Nagar, Mathur, Palakkarai, Mannarpuram","8,000 - 12,000",Full Time Jobs,"BPO/ Telecaller - Incoming, Outgoing, Voice, Sales","18 Apr 2025, 10:35 PM"
Telecaller urgent need,Not mentioned,Kozhikode - Atholi,"10,000 - 11,000",Full Time Jobs,BPO/ Telecaller,"18 Apr 2025, 09:06 PM"
Telesales Executive,Green Delight Innovations Pvt Ltd,"Coimbatore - Ganapathy, Athipalayam Pirivu","12,000 - 20,000",Full Time Jobs,"BPO/ Telecaller - Incoming, Outgoing, Sales","18 Apr 2025, 07:42 PM"
Tele caller and Senior Tele Caller Executive for admissions,Techmind Softwares,"Panchkula - Mamta Enclave, Panchkula Industrial Area Phase I, Sector 23, Sector 21","10,000 - 30,000",Full Time Jobs,"BPO/ Telecaller - Domestic, Sales","18 Apr 2025, 07:34 PM"
Calling executive,MCBREX LIFESCIENCES,Panchkula - Industrial Area Phase 2,"10,000 - 11,000",Full Time Jobs,"BPO/ Telecaller - Sales, Support","18 Apr 2025, 07:34 PM"
Telecaller work,Easyway,Panchkula - Sector 20,"11,000 - 12,000",Full Time Jobs,BPO/ Telecaller,"18 Apr 2025, 07:33 PM"
Customer Sales Executive,Bizprominds Pvt Ltd,Bangalore - Jayanagar,"13,000 - 16,000",Full Time Jobs,"BPO/ Telecaller - Outgoing, Non-Voice, Sales","18 Apr 2025, 05:31 PM"
Female Candidates for Voice Non-Voice,VRS Global Groups (GIAT),"Chennai - Kodambakkam, Guindy, Nungambakkam","20,000 - 30,000",Full Time Jobs,BPO/ Telecaller,"18 Apr 2025, 03:34 PM"
frontdesk and sales eecutive,Not mentioned,Chennai - West Mambalam,"22,000 - 23,000",Full Time Jobs,BPO/ Telecaller - Sales,"18 Apr 2025, 03:33 PM"
WANTED FEMALE TELECALLERS,ATHALIA PVT LTD,"Chennai - Thirumullaivoyal, Ambattur","12,000 - 18,000",Full Time Jobs,BPO/ Telecaller - Outgoing,"18 Apr 2025, 10:48 AM"
Gold Loan Sales Manager,Marixn Technologies Pvt Ltd,"Bangalore - Shivaji Nagar, Whitefield, Nelamangala, Kalasipalayam","10,000 - 25,000",Full Time Jobs,BPO/ Telecaller - Sales,"17 Apr 2025, 06:38 PM"
kananada & telugu sales executive,igraft global hair and skin services,"Pimprichinchwad - Morwadi, Pimpri, Pimpri-chinchwad","15,000 - 20,000",Full Time Jobs,BPO/ Telecaller - Sales,"17 Apr 2025, 05:28 PM"
"Deputy Manager, Assistant Manager",ZF solution,Deoghar - Donihari,"45,000 - 55,000",Full Time Jobs,BPO/ Telecaller - Sales,"17 Apr 2025, 02:58 PM"
Sales executive needs urgent,Not mentioned,"Munger - Belan Bazar, Purabsarai, Shastri Nagar","15,000 - 22,000",Full Time Jobs,BPO/ Telecaller,"17 Apr 2025, 01:29 PM"
RCM Executive,Key MedSolutions Inc,Ahmedabad - Thaltej,"15,000 - 40,000",Full Time Jobs,BPO/ Telecaller - AR-Telecaller/-Medical-Billing,"17 Apr 2025, 01:19 PM"
Corporate Sales Executive,Not mentioned,Secunderabad - Chilkalguda,"30,000 - 35,000",Full Time Jobs,BPO/ Telecaller - Sales,"17 Apr 2025, 01:01 PM"
"Telecallers, Collection Executives and Kyc Visitors",SIDDHIDATRI MANAGEMENT SERVICES,Secunderabad - Vasavi Nagar,"12,000 - 35,000",Part Time Jobs,"BPO/ Telecaller - Outgoing, Recovery-Collection","17 Apr 2025, 01:01 PM"
Any recruitment,Not mentioned,"Bhilai - Nehru Nagar, Smriti Nagar, Housing Board Colony, Sector 7","10,000 - 11,000",Full Time Jobs,BPO/ Telecaller,"17 Apr 2025, 12:13 AM"
Tele caller,Not mentioned,Bangalore - Malleshwaram,"25,000 - 26,000",Full Time Jobs,BPO/ Telecaller,"16 Apr 2025, 10:23 PM"
BCA & B.SC Computer,ICS Software,Bangalore - Full City,"25,000 - 45,000",Full Time Jobs,BPO/ Telecaller - Technical,"16 Apr 2025, 01:03 PM"
Hiring Senior Sales Executive for Healthcare domain in Chennai location,Geetha Technology Solutions,Chennai - Kumananchavadi,"22,000 - 25,000",Full Time Jobs,BPO/ Telecaller - Sales,"16 Apr 2025, 12:35 PM"
Insurance Telecalling,Star health insurance,Chennai - Aminjikarai,"16,000 - 25,000",Full Time Jobs,BPO/ Telecaller,"15 Apr 2025, 09:38 PM"
BUSINESS DEVELOPMENT INTERN,NL,"Chennai - Velachery, Tharamani, Tambaram, Thiruvanmiyur","6,000 - 7,000",Full Time Jobs,"BPO/ Telecaller - Incoming, Outgoing, Domestic, International","15 Apr 2025, 07:48 PM"
Administration for Billing,Not mentioned,"Bangalore - Hebbal Kempapura, Sahakara Nagar, R.K. Hegde Nagar, MCECHS Layout","10,000 - 15,000",Full Time Jobs,BPO/ Telecaller - AR-Telecaller/-Medical-Billing,"15 Apr 2025, 06:10 PM"
Sales Representative,Not mentioned,Bangalore - Addiganahalli,"18,000 - 20,000",Full Time Jobs,"BPO/ Telecaller - Outgoing, Sales","15 Apr 2025, 01:19 PM"
Collection Executive Hindi and English,Not mentioned,"Kochi - Kakkanad, Chittethukara","12,000 - 15,000",Full Time Jobs,BPO/ Telecaller,"15 Apr 2025, 12:09 PM"
Wanted Sales Co-ordinator - IT Distributor,Computer Waves,"Coimbatore - Gandhipuram, Ram Nagar, Tatabad, Thudialur + 1 more","15,000 - 20,000",Full Time Jobs,BPO/ Telecaller - Sales,"15 Apr 2025, 11:45 AM"
"STUDENT COUNSELLOR, Education Consultancy",VSAN EDU SOLUTION,Kochi - Full City,"10,000 - 15,000",Full Time Jobs,"BPO/ Telecaller - Incoming, Outgoing, Domestic, Voice","15 Apr 2025, 11:39 AM"
URGENTLY REQUIRED MARKETING EXECUTIVES,Not mentioned,"Hyderabad - Uppal, Nagole","10,000 - 12,000",Full Time Jobs,BPO/ Telecaller,"15 Apr 2025, 08:25 AM"
We are looking for Telecallers For Real Estate Company,Broadway Buildtech,Mohali - Zirakpur Patiala Road,"12,000 - 15,000",Full Time Jobs,"BPO/ Telecaller - Sales, AR-Telecaller/-Medical-Billing","15 Apr 2025, 08:23 AM"
Call Center Jobs International and Domestic,Call Center Jobs International and Domestic,"Panchkula - Sector 9, Sector-2, Sector-5, Sector-6 + 1 more","15,000 - 35,000",Full Time Jobs,"BPO/ Telecaller - Incoming, Outgoing, Domestic, International + 9 more","14 Apr 2025, 11:01 PM"
Tele caller,Not mentioned,"Panchkula - Sector 20, Shiv Colony","12,000 - 20,000",Full Time Jobs,BPO/ Telecaller,"14 Apr 2025, 10:59 PM"
Digital Assistant with Telecalling - data collection - HW 10th plus two,pentahive,"Chennai - Perungudi, Thoraipakkam, Guindy, Sholinganallur + 1 more","8,000 - 10,000",Full Time Jobs,"BPO/ Telecaller - Outgoing, Domestic, Voice, Sales","14 Apr 2025, 10:00 PM"
Customer Suppourt Executive,Sanviv Services Pvt Ltd,Chennai - Chromepet,"14,000 - 14,000",Full Time Jobs,BPO/ Telecaller,"14 Apr 2025, 07:49 PM"
Office executive,Not mentioned,"Brahmapur - Dharma Nagar, Gandhinagar","5,000 - 10,000",Full Time Jobs,BPO/ Telecaller,"13 Apr 2025, 09:01 PM"
Admission Officer Inside Sales,Not mentioned,"Kochi - Ravipuram, Perumanoor, Kochi","30,000 - 31,000",Full Time Jobs,"BPO/ Telecaller - Sales, Support, Non-Technical","13 Apr 2025, 08:30 PM"
