title,company,location,salary,job_type,description,posted_date
customer relationship manager,Sun Stellar,Panipat - Bapauli,"15,000 - 21,000",Full Time Jobs,BPO/ Telecaller - Sales,"13 Apr 2025, 09:34 AM"
Tele sales Executive,Mass financial services,Mumbai - Goregaon East,"10,000 - 15,000",Full Time Jobs,"BPO/ Telecaller - Outgoing, Voice, Sales","12 Apr 2025, 08:36 PM"
Need telecallers,Not mentioned,Delhi - Janakpuri,"10,000 - 25,000",Full Time Jobs,BPO/ Telecaller,"12 Apr 2025, 06:02 PM"
Technical Support Executive,Liscom Solutions And Services Pvt Limited,Kochi - Kalamassery,"9,000 - 13,000",Full Time Jobs,"BPO/ Telecaller - Incoming, Outgoing, Domestic, Voice + 1 more","12 Apr 2025, 04:06 PM"
Tele caller,Laksh Business Solutions,"Bangalore - Shivanagar, Kothanur, Manyata Tech Park","15,000 - 25,000",Full Time Jobs,"BPO/ Telecaller - Incoming, Outgoing, Domestic, International + 2 more","12 Apr 2025, 10:37 AM"
BPO Team Lead with 2 years Experience,Not mentioned,"Trichy - Thillai Nagar, Sastri Road, KK Nagar, Srirangam","20,000 - 25,000",Full Time Jobs,BPO/ Telecaller,"12 Apr 2025, 09:34 AM"
BPO Telecaller,oi immigration,Vadodara - Alkapuri,"10,000 - 16,000",Full Time Jobs,"BPO/ Telecaller - Voice, Sales","11 Apr 2025, 09:40 PM"
WANTED TELECALLER,Not mentioned,"Chennai - Madhavaram, Ponniammanmedu","12,000 - 18,000",Full Time Jobs,BPO/ Telecaller,"11 Apr 2025, 08:47 PM"
Tele sale Executive,Explorespark Travels,"Ghaziabad - Abhay Khand, Vasundhara, Vaishali Sector 2, Abhay Khand 3 + 1 more","15,000 - 20,000",Full Time Jobs,"BPO/ Telecaller - Outgoing, Domestic, Voice, Sales","11 Apr 2025, 04:08 PM"
Telecaller - Female,V3 Hyundai,Chennai - Perungudi,"13,000 - 25,000",Full Time Jobs,BPO/ Telecaller - Non-Voice,"11 Apr 2025, 03:07 PM"
Real Estate MARKETING Telemarketing Excutive,VS Builders and Promoters,Coimbatore - Saibaba Colony,"10,000 - 15,000",Full Time Jobs,BPO/ Telecaller - Sales,"11 Apr 2025, 02:25 PM"
customer care,Not mentioned,Mohali - Sector 67,"12,000 - 15,000",Full Time Jobs,"BPO/ Telecaller - Incoming, Outgoing, Domestic, Voice","11 Apr 2025, 12:19 PM"
Customer service associate,Hansa Direct Pvt Ltd,Navimumbai - Airoli,"15,000 - 30,000",Full Time Jobs,"BPO/ Telecaller - Incoming, Outgoing, Domestic, Voice","11 Apr 2025, 11:37 AM"
Customer Relations Executive,HANSA CUSTOMER EQUITY PRIVATE LIMITED,"Navimumbai - Airoli, Digha Naka","12,000 - 28,000",Full Time Jobs,"BPO/ Telecaller - Incoming, Outgoing, Voice, Non-Voice + 2 more","11 Apr 2025, 11:37 AM"
Customer Care Executive,BPO,"Noida - Sector 82, Sector-116, Sector-2","10,000 - 15,000",Full Time Jobs,BPO/ Telecaller - Support,"11 Apr 2025, 09:28 AM"
Sales or Business Development Executive,Not mentioned,Thane - Wagle Estate,"40,000 - 60,000",Full Time Jobs,BPO/ Telecaller - Sales,"11 Apr 2025, 08:03 AM"
Admission Couisellor,Parth,Thane - Naupada,"15,000 - 20,000",Full Time Jobs,"BPO/ Telecaller - Real-estate, IT, Sales","11 Apr 2025, 08:03 AM"
Tele Sales,Artzen Technologies,"Panchkula - Sector 20, Sector-20","8,000 - 15,000",Full Time Jobs,BPO/ Telecaller - Sales,"10 Apr 2025, 10:29 PM"
US RECRUITER FRESHER,Not mentioned,"Panchkula - Industrial Area Phase 2, Raipur Rani, Panchkula Industrial Area Phase I","16,000 - 20,000",Full Time Jobs,BPO/ Telecaller,"10 Apr 2025, 10:29 PM"
SHADOW HIRES FEMALES IN TNAGAR KODAMBAKKAM,shadowbusiness solutions,"Chennai - Kodambakkam, Arcot Road, Choolaimedu, Harrington Road + 1 more","11,000 - 13,500",Full Time Jobs,"BPO/ Telecaller - Outgoing, Domestic, Voice, Others","10 Apr 2025, 08:21 PM"
Junior Telecaller,Maple Fincorp,"Delhi - Dwarka, Dwarka Mor","10,000 - 15,000",Full Time Jobs,"BPO/ Telecaller - Outgoing, Domestic, Voice, Sales","10 Apr 2025, 12:58 PM"
Telesales Executive,Quikrjobs,Bangalore - Manyata Tech Park,"20,000 - 21,000",Full Time Jobs,"BPO/ Telecaller - Domestic, Sales","10 Apr 2025, 10:04 AM"
Customer Service Executive,BDart Technologies Pvt Ltd,"Bangalore - Kudlu Gate, HSR Layout","15,000 - 22,000",Full Time Jobs,"BPO/ Telecaller - Incoming, Voice","10 Apr 2025, 08:34 AM"
Customer Support Executive - Hindi - Female,Not mentioned,Chennai - Taramani,"14,000 - 15,000",Full Time Jobs,"BPO/ Telecaller - Incoming, Outgoing, Domestic, Voice + 1 more","09 Apr 2025, 10:04 PM"
Telecaller Emi collection,sunfinancial agencies,"Chennai - Choolaimedu, Kodambakkam, Shenoy Nagar, T Nagar + 1 more","15,000 - 25,000",Full Time Jobs,BPO/ Telecaller - Recovery-Collection,"09 Apr 2025, 06:24 PM"
Sales Executive Fresher & experience,shri kamal enterprises,Ghaziabad - Govindpuri,"8,000 - 20,000",Full Time Jobs,"BPO/ Telecaller - Outgoing, Domestic, Sales","09 Apr 2025, 12:49 PM"
"Customer Service Executive BPO Tellecaller and Service Team, Custo Handel and Basic Knowledge in System Excel Data Entry then emails queries reply",Not mentioned,"Chennai - Ambattur, Poonamallee - Avadi High Road, Pattabiram, Sekkadu + 1 more","12,000 - 25,000",Full Time Jobs,BPO/ Telecaller,"09 Apr 2025, 11:43 AM"
Telecaller for Software Company,Not mentioned,Chennai - Keelkattalai,"15,000 - 20,000",Full Time Jobs,BPO/ Telecaller,"09 Apr 2025, 11:10 AM"
Virtual Relationship manager,NA,Bangalore - Shanthi Layout,"18,000 - 22,000",Full Time Jobs,"BPO/ Telecaller - Outgoing, Domestic, Voice, Sales + 1 more","09 Apr 2025, 08:15 AM"
Medical coder,Not mentioned,Chennai - Thoraipakkam,"19,000 - 33,000",Full Time Jobs,BPO/ Telecaller - AR-Telecaller/-Medical-Billing,"09 Apr 2025, 06:12 AM"
"Tele callers - Malayalam,Telugu,Hindi and Kannada",Leading NBFC,Chennai - Virugambakkam,"10,000 - 20,000",Full Time Jobs,"BPO/ Telecaller - Voice, AR-Telecaller/-Medical-Billing","09 Apr 2025, 01:56 AM"
Tele caller Sales officer at Bangesri Marketing private limited,Not mentioned,Howrah - GT Road,"7,000 - 20,000",Full Time Jobs,BPO/ Telecaller,"09 Apr 2025, 01:15 AM"
TELLECALLERS OPENINGS-MADURAVOYAL,2KSHOPEE,Chennai - Maduravoyal,"10,000 - 15,000",Full Time Jobs,BPO/ Telecaller - Domestic,"08 Apr 2025, 08:16 PM"
Required female candidates for BPO Telecaller and backend in rohini and Pitampura delhi,Not mentioned,"Delhi - Rohini, Netaji Subhash Place, Pitampura, Wazir Pur + 1 more","10,000 - 18,000",Full Time Jobs,BPO/ Telecaller,"08 Apr 2025, 07:27 PM"
Tele call Deta entry,Not mentioned,Coimbatore - Annur,"12,000 - 18,000",Full Time Jobs,BPO/ Telecaller,"08 Apr 2025, 06:36 PM"
Sales or Tele calling Interns,Santfoj Engineering Solutions,"Noida - Noida Extension, Noida-Greater Noida Expressway","8,000 - 8,500",Full Time Jobs,No description provided,"08 Apr 2025, 06:02 PM"
Sales representative,Not mentioned,"Noida - Sector 1, Noida Golf Course","12,000 - 15,000",Full Time Jobs,No description provided,"08 Apr 2025, 06:02 PM"
Female Telecaller - Bank loans,MoRaLi Capital Services,Hyderabad - Alwal,"10,000 - 15,000",Full Time Jobs,No description provided,"08 Apr 2025, 02:27 PM"
Telecaller BPO,Not mentioned,"Chennai - Keelkattalai, Bharathi Nagar-Tambaram, Ganesh Nagar-Tambaram, Irungattukottai + 1 more","10,000 - 11,000",Full Time Jobs,No description provided,"08 Apr 2025, 02:21 PM"
Admission TeleCallers Consultant,Not mentioned,Bangalore - Sahakara Nagar,"10,000 - 15,000",Full Time Jobs,No description provided,"08 Apr 2025, 12:18 PM"
Language English only,Not mentioned,"Chandannagar - Sarishapara, Surer Pukur Main Road","25,000 - 30,000",Full Time Jobs,No description provided,"08 Apr 2025, 11:39 AM"
Telecaller sales,Not mentioned,Chennai - Chennai - Tiruvallur High Road,"12,000 - 13,000",Full Time Jobs,No description provided,"08 Apr 2025, 09:42 AM"
Bpo tellecaller,First advisor pvt ltd,Bangalore - Konena Agrahara,"10,000 - 17,000",Full Time Jobs,No description provided,"08 Apr 2025, 08:27 AM"
Tele sales executive,Not mentioned,"Bangalore - Konena Agrahara, HAL 2nd Stage","10,000 - 17,000",Full Time Jobs,No description provided,"08 Apr 2025, 08:27 AM"
Tele caller,Clavius solutions,Bangalore - BEML Layout Raja Rajeshwari Nagar,"15,000 - 18,000",Full Time Jobs,No description provided,"08 Apr 2025, 07:09 AM"
"Job Description Customer Support Representative We are looking for a friendly Customer Support Representative to assist customers, resolve issues",mycountry mobile,"Mumbai - Jogeshwari West, Jogeshwari East","10,000 - 17,000",Full Time Jobs,No description provided,"07 Apr 2025, 11:23 PM"
FREE TRAINING AND FREE PLACEMENT AVAVAILABLE,Magic bus india foundation,"Chennai - West Tambaramm, Guindy, Pallavaram, Chromepet + 1 more","16,000 - 19,000",Internships,No description provided,"07 Apr 2025, 07:41 PM"
URGENT HIRING IN TELE CALLING PROFILE,Not mentioned,"Noida - Sector 1, Sector-22, Sector 15, Aghapur + 1 more","10,000 - 12,000",Full Time Jobs,No description provided,"07 Apr 2025, 05:30 PM"
Business Development Executive,Traviyo,"Noida - Gautam Budh Nagar, Noida-Greater Noida Link Rd, Noida Golf Course, Sector 15 + 1 more","15,000 - 20,000",Full Time Jobs,No description provided,"07 Apr 2025, 05:30 PM"
Tele caller,Future solutionz,Chennai - Egmore,"14,000 - 15,000",Full Time Jobs,No description provided,"07 Apr 2025, 04:53 PM"
Customer services Domestic & International Process,Meera Enterprises,"Navimumbai - Thane Belapur Road, Airoli, Vashi, Rabale + 1 more","16,000 - 25,000",Full Time Jobs,No description provided,"07 Apr 2025, 02:05 AM"
Tele marketing executives 2 posts,Gishnu Gears Pvt Ltd,Coimbatore - Neelambur,"18,000 - 22,000",Full Time Jobs,No description provided,"06 Apr 2025, 10:26 PM"
Tele Sales,Xtended Space Technology,Noida - Sector 63 A,"10,000 - 15,000",Full Time Jobs,No description provided,"06 Apr 2025, 04:24 PM"
Back office telecalling,Not mentioned,Midnapore - Rabindra Nagar,"8,000 - 10,000",Full Time Jobs,No description provided,"06 Apr 2025, 01:08 PM"
Tele Caller,Neojit Technologies,"Bangalore - Cunningham Road, Shivaji Nagar, Vasanth Nagar, Tasker Town","16,000 - 22,000",Full Time Jobs,No description provided,"05 Apr 2025, 06:13 PM"
Travel consultant,gyan rachana tours and travels,Panchkula - Panchkula Urban Estate,"12,000 - 30,000",Full Time Jobs,No description provided,"05 Apr 2025, 12:59 PM"
Sales Executive & Jr. Production Engineer,Nakoda Steel,Vadodara - Waghodia,"12,000 - 20,000",Full Time Jobs,No description provided,"05 Apr 2025, 10:23 AM"
Tele caller executive,SELMER,Chennai - Guindy Industrial Estate,"15,000 - 20,000",Full Time Jobs,No description provided,"05 Apr 2025, 02:38 AM"
Tele Caller,Buy Happy Marketing LLP,"Chennai - Ambattur, Ambattur Industrial Estate","18,000 - 20,000",Full Time Jobs,Tele Caller,"04 Apr 2025, 07:58 PM"
Need telecaller for our institute for admission purpose,Bharathi Institute,"Chennai - Broadway Road, Tambaram, Ambattur","7,000 - 8,000",Full Time Jobs,Need telecaller for our institute for admission purpose,"04 Apr 2025, 07:58 PM"
Telemarketer - Work from home - Sales bonus additional,Nirmal Bricks and Blocks,Coimbatore - Ramanathapuram,"10,000 - 15,000",Full Time Jobs,Telemarketer - Work from home - Sales bonus additional,"04 Apr 2025, 06:48 PM"
Telecaller for HealthCare,Not mentioned,"Chennai - Velachery, Perungudi, Taramani, Guindy + 1 more","20,000 - 25,000",Full Time Jobs,Telecaller for HealthCare,"04 Apr 2025, 02:20 PM"
Collections Process Associate,EMERALD ASSOCIATES,"Mumbai - Borivali, Dahisar East, Mira Bhayandar, Kandivali East + 1 more","13,000 - 20,000",Full Time Jobs,Collections Process Associate,"04 Apr 2025, 10:03 AM"
female telecallers,Infinios Business Solutions india pvt ltd,"Bangalore - Ramamurthy Nagar, Akshayanagar, KR Puram, Banasavadi + 1 more","30,000 - 31,000",Full Time Jobs,female telecallers,"04 Apr 2025, 09:58 AM"
Sales BPO Telecaller,Not mentioned,"Kamareddy - Sircilla Road, Ashok Nagar, Vidhya Nagar Colony","20,000 - 21,000",Full Time Jobs,Sales BPO Telecaller,"04 Apr 2025, 08:28 AM"
Telecaller executive,Not mentioned,"Bangalore - Whitefield, Kudlu Gate, MG Road, Koramangala + 1 more","16,000 - 25,000",Full Time Jobs,Telecaller executive,"04 Apr 2025, 01:28 AM"
Customer Relations Executive,Educan Global Operations Pvt. Ltd,Kottayam - Kumaranalloor,"12,000 - 15,000",Full Time Jobs,Customer Relations Executive,"03 Apr 2025, 07:08 PM"
Wanted telecaller vacancy,Not mentioned,"Chennai - Besant Nagar, Alwarpet, Anna Nagar, Egmore + 1 more","18,000 - 45,000",Full Time Jobs,Wanted telecaller vacancy,"02 Apr 2025, 08:37 PM"
Tele callers,Hiring For Srivin Holiday Resort Company,Chennai - Thousand Lights,"16,000 - 23,000",Full Time Jobs,Tele callers,"02 Apr 2025, 12:41 PM"
We are looking for BPO TELECALLER salary 13000 to 18000 in and around virudhunagar,Not mentioned,"Virudhunagar - Sivakasi, Aruppukkottai, Sattur, Rosalpatti + 1 more","13,000 - 18,000",Full Time Jobs,We are looking for BPO TELECALLER salary 13000 to 18000 in and around virudhunagar,"02 Apr 2025, 12:38 PM"
Tele calling,Not mentioned,"Sangareddy - Bank Colony, Balaji Nagar, Pothireddypalli, Rajampet + 1 more","10,000 - 11,000",Full Time Jobs,Tele calling,"02 Apr 2025, 11:14 AM"
Bio medical engineer,Not mentioned,"Tirupur - Avinashi, Anjal Nagar, Angeripalayam","20,000 - 21,000",Full Time Jobs,Bio medical engineer,"02 Apr 2025, 01:35 AM"
SALES & CUSTOMER SUPPORT,LEADGENIX,Delhi - Rohini Sector 15,"10,000 - 11,000",Full Time Jobs,SALES & CUSTOMER SUPPORT,"02 Apr 2025, 12:25 AM"
Business Development Executive,U&U Groups,"Bangalore - JP Nagar 7th Phase, JP Nagar 8th Phase","15,000 - 18,000",Full Time Jobs,Business Development Executive,"01 Apr 2025, 10:39 PM"
Telecalling and Counselling,Amogha Overseas Educational Consultant,Coimbatore - Full City,"12,000 - 20,000",Full Time Jobs,Telecalling and Counselling,"01 Apr 2025, 09:30 PM"
BPO Telecaller,JS Tech Services,Mohali - Phase 8B,"8,000 - 15,500",Full Time Jobs,BPO Telecaller,"01 Apr 2025, 08:14 AM"
BPO Telecaller,JS Tech Services,Mohali - Phase 8B,"8,000 - 15,500",Full Time Jobs,BPO Telecaller,"01 Apr 2025, 08:14 AM"
BPO TELECALLING,AG SOLUTION PVT LTD,"Delhi - Kirti Nagar, Moti Nagar","10,000 - 15,000",Full Time Jobs,BPO TELECALLING,"31 Mar 2025, 07:15 PM"
Software Trainer and Telecaller,Future Tech Academy,"Tenkasi - Courtrallam, Ilanji, Kuthukkal Valasai, Vasudevanallur + 1 more","8,000 - 10,000",Full Time Jobs,Software Trainer and Telecaller,"31 Mar 2025, 01:42 PM"
Customer Support Executive,Vattara Solutions Private Limited,"Vellore - Bharathi Nagar, Chittoor Main Road, Gandhi Nagar, Gopalapuram + 1 more","9,000 - 10,000",Full Time Jobs,Customer Support Executive,"31 Mar 2025, 01:41 PM"
Front Office,CHOSEN HR Consultancy,Chennai - Maduravoyal,"15,000 - 20,000",Full Time Jobs,Front Office,"31 Mar 2025, 01:31 PM"
Part time work,Not mentioned,"Sirmaur - Shambhu Wala, Mogi Nand, Kala Amb, Jamta","8,000 - 8,500",Full Time Jobs,Part time work,"31 Mar 2025, 10:08 AM"
e commerce process executive,jai global tech,Bangalore - Mahadevapura,"17,500 - 21,000",Full Time Jobs,e commerce process executive,"30 Mar 2025, 05:00 PM"
Wanted Female,Not mentioned,Chennai - Velachery,"12,000 - 12,500",Full Time Jobs,"BPO/ Telecaller - Domestic, Voice, Non-Voice","29 Mar 2025, 10:13 PM"
Hiring for telesales executive,Jobseeks4u consultancy services,Chennai - Thiruvanmiyur,"10,000 - 35,000",Full Time Jobs,"BPO/ Telecaller - Outgoing, Domestic, International, Voice","29 Mar 2025, 09:38 PM"
Hiring for Telemarketing executive,jobseeks4u,Chennai - Thiruvanmiyur,"10,000 - 30,000",Full Time Jobs,"BPO/ Telecaller - Domestic, International, Voice, Sales","29 Mar 2025, 09:32 PM"
Tamil Telecaller wanted for Logistics company,Not mentioned,"Vadodara - Airport Harni Main Road, Amit Nagar, Sama, Nizampura + 1 more","10,000 - 15,000",Full Time Jobs,BPO/ Telecaller,"29 Mar 2025, 10:27 AM"
Customer Support Executive Outbound US Sales Process,InteleCorp Software Pvt Ltd,"Navimumbai - CBD Belapur, Vashi, Nerul, Sanpada + 1 more","15,000 - 35,000",Full Time Jobs,"BPO/ Telecaller - Outgoing, International, Sales, Support","28 Mar 2025, 06:40 PM"
CUSTOMER SUPPORT EXECUTIVE,VK Enterprises,"Chennai - Adambakkam, Adampakkam, Nanganallur, St Thomas Mount + 1 more","12,000 - 15,000",Full Time Jobs,"BPO/ Telecaller - Domestic, Support","28 Mar 2025, 02:57 PM"
Business Development Executive,Just Dial Ltd,Chandigarh - Industrial Area Phase II,"20,000 - 35,000",Full Time Jobs,BPO/ Telecaller - Sales,"28 Mar 2025, 01:24 PM"
sales and service,Larvasoft Tech,"Mumbai - Aarey Milk Colony, Goregaon East, Goregaon West, Aarey Road + 1 more","8,000 - 15,000",Full Time Jobs,"BPO/ Telecaller - Incoming, Outgoing","28 Mar 2025, 10:54 AM"
Tele caller,Merloam Estates,Chennai - Virugambakkam,"16,000 - 26,000",Full Time Jobs,BPO/ Telecaller - Sales,"28 Mar 2025, 07:41 AM"
Sales Internship - Kalyan and Ambernath,Real Estate Company,Ambernath - Kohojgaon,"5,000 - 5,000",Full Time Jobs,BPO/ Telecaller - Sales,"27 Mar 2025, 07:39 PM"
Online Tele sales,Digital Zymes Services Pvt Ltd,Hajipur - Bhagwanpur,"8,000 - 10,000",Full Time Jobs,"BPO/ Telecaller - Outgoing, Domestic, Sales","27 Mar 2025, 04:24 PM"
Tele Marketing Executive,Just Dial Ltd,Chandigarh - Industrial Area Phase II,"15,000 - 25,000",Full Time Jobs,"BPO/ Telecaller - Outgoing, Domestic, Voice, Sales","27 Mar 2025, 03:51 PM"
Work where you can become a Crorepati,Estyl Enterprises,"Chennai - Guindy, Guindy Industrial Estate","8,000 - 8,500",Part Time Jobs,BPO/ Telecaller - Sales,"27 Mar 2025, 03:33 PM"
Telecaller or CRM,Not mentioned,"Chennai - T Nagar, Anna Nagar, Nungambakkam, Sholinganallur + 1 more","9,000 - 15,000",Full Time Jobs,BPO/ Telecaller,"27 Mar 2025, 03:33 PM"
Dont wait for the perfect moment the time to start is NOW,1Point1,Navimumbai - Turbhe,"15,000 - 16,000",Full Time Jobs,"BPO/ Telecaller - Incoming, Outgoing, Domestic","27 Mar 2025, 02:40 PM"
Tele Caller,Visal Business Solutions,"Navimumbai - Vashi, CBD Belapur, Nerul, Sanpada + 1 more","12,000 - 15,000",Full Time Jobs,"BPO/ Telecaller - Outgoing, Domestic, Sales","27 Mar 2025, 02:35 PM"
Sales Department,N5X Infotech India Private Limited,"Noida - Sector 12, Atta, Gautam Budh Nagar, Mamura + 1 more","13,000 - 19,000",Full Time Jobs,"BPO/ Telecaller - Voice, Sales","27 Mar 2025, 12:09 PM"
BPO TELECALLER SALES MARKETING,BIDWAN BRAINS PRIVATE LIMITED,Puri - Full City,"7,000 - 12,000",Full Time Jobs,"BPO/ Telecaller - Incoming, Outgoing, Domestic, Voice + 2 more","26 Mar 2025, 06:52 PM"
BPO Telecaller,Not mentioned,Kamrup - Baihata,"1,200 - 1,200",Full Time Jobs,BPO/ Telecaller,"26 Mar 2025, 04:37 PM"
BPO Talecaller,Not mentioned,"Kamrup - Baihata, Rangia","11,000 - 12,000",Full Time Jobs,BPO/ Telecaller,"26 Mar 2025, 04:26 PM"
Client Engagement Executive,Corporate Intellect Solutions,Noida - Sector 132,"10,000 - 12,000",Full Time Jobs,"BPO/ Telecaller - Outgoing, Domestic, International, Voice","26 Mar 2025, 03:46 PM"
Client Engagement Executive,Corporate Intellect Solutions,Noida - Sector 132,"5,000 - 15,000",Full Time Jobs,"BPO/ Telecaller - Outgoing, Domestic, International, Voice","26 Mar 2025, 03:41 PM"
Marketing executive,Not mentioned,Pali - Bhalelav,"20,000 - 21,000",Full Time Jobs,BPO/ Telecaller,"26 Mar 2025, 08:29 AM"
Tele calling female candidate required,Not mentioned,Chandigarh - Sector 7,"10,000 - 15,000",Full Time Jobs,BPO/ Telecaller,"25 Mar 2025, 06:12 PM"
Tlesales Executive,Home First,Navimumbai - Vashi,"19,500 - 19,500",Full Time Jobs,BPO/ Telecaller - Sales,"25 Mar 2025, 04:36 PM"
Customer support-voice,Not mentioned,"Chennai - Broadway Road, Tondiarpet, Nungambakkam, Besant Nagar + 1 more","13,000 - 20,000",Full Time Jobs,BPO/ Telecaller,"25 Mar 2025, 03:20 PM"
Sales Support Executive,Xlnt Powertek Pvt Ltd,"Bangalore - Dr. Rajkumar Road-Rajajinagar, Vijaya Nagar, Basaveshwara Nagar, Malleshwaram","16,000 - 20,000",Full Time Jobs,BPO/ Telecaller,"24 Mar 2025, 04:16 PM"
Tele callers wanted for a fertility centre in Chennai. fertility . Experience in fertility centre is preferred,Not mentioned,"Chennai - Kilpauk, Chepauk","15,000 - 20,000",Full Time Jobs,BPO/ Telecaller,"24 Mar 2025, 10:19 AM"
Field Sales Executive and Field Sales Officer,MYEASYTAX Private Limited is taxation firm special,Mumbai - Kandivali West,"15,000 - 20,000",Full Time Jobs,"BPO/ Telecaller - Outgoing, Sales, Support, Others","24 Mar 2025, 12:21 AM"
Urgent Hiring for Sales Executive,Not mentioned,"Mumbai - Airoli, Malad West, Bandra West, Virar East + 1 more","12,000 - 25,000",Full Time Jobs,BPO/ Telecaller,"23 Mar 2025, 02:59 PM"
CCTV Technician Cum Service enineer,Hadwise Technologies,Mumbai - Vashi,"15,000 - 16,000",Full Time Jobs,"BPO/ Telecaller - Non-Voice, Others, Technical","23 Mar 2025, 01:32 PM"
Technical Support Sales Executive,Geek Squad Online LLP,"Mohali - Airport Road, Sector 80, Sector 82, Sector 83 + 1 more","12,000 - 60,000",Full Time Jobs,"BPO/ Telecaller - Incoming, International, Sales, Support","22 Mar 2025, 10:10 PM"
Business Development Executive Only Female candidate,ISO,Faridabad - Industrial Area,"20,000 - 35,000",Full Time Jobs,BPO/ Telecaller - Sales,"22 Mar 2025, 05:32 PM"
Telecaller executives urgently hiring,Not mentioned,Ghaziabad - Pilkhuwa,"12,000 - 13,000",Full Time Jobs,BPO/ Telecaller,"22 Mar 2025, 10:09 AM"
Telesales Marketing,Not mentioned,"Chennai - ECR, OMR, Perungudi, Velachery + 1 more","10,000 - 20,000",Full Time Jobs,BPO/ Telecaller - Sales,"21 Mar 2025, 09:27 PM"
marketing manager,DREAMSVILLE CONSTRUCTION PRIVATE LIMITED,Chennai - Nungambakkam High Road,"20,000 - 21,000",Full Time Jobs,BPO/ Telecaller - Sales,"21 Mar 2025, 06:29 PM"
Training Centre Government,Not mentioned,"Goa - Mapusa, Bardez, Bicholim, Panjim","10,000 - 15,000",Full Time Jobs,BPO/ Telecaller,"21 Mar 2025, 05:07 PM"
Real Estate Telesales,Real Estate Firm,Bangalore - Whitefield,"28,000 - 30,000",Full Time Jobs,BPO/ Telecaller - Outgoing,"21 Mar 2025, 10:28 AM"
Urgent required unmarried female candi,Not mentioned,Panchkula - Sector 8,"15,000 - 16,000",Full Time Jobs,BPO/ Telecaller,"21 Mar 2025, 05:17 AM"
Telecaller telesales,Not mentioned,Chennai - Ekkatuthangal,"18,000 - 40,000",Full Time Jobs,BPO/ Telecaller,"21 Mar 2025, 12:03 AM"
Life Insurance Sales,bajaj allianz life insurance,Chennai - Thoraipakkam,"13,000 - 25,000",Full Time Jobs,BPO/ Telecaller,"20 Mar 2025, 11:43 PM"
Telesales executive,Not mentioned,Coorg - Kushalanagar,"5,000 - 15,000",Full Time Jobs,BPO/ Telecaller,"20 Mar 2025, 04:46 PM"
Financial Telecaller,AVS Consultancy,"Thane - Nalasopara, Virar, Vasai, Palghar","10,000 - 15,000",Full Time Jobs,BPO/ Telecaller,"20 Mar 2025, 04:06 PM"
TELE MARKETING EXECUTIVE FEMALE ONLY,VISESHTA AVINUE PVT LTD,Hyderabad - Gachibowli,"12,000 - 15,000",Full Time Jobs,BPO/ Telecaller - Sales,"20 Mar 2025, 02:39 PM"
Bus pass employee,Not mentioned,Rajannasircilla - Shanti Nagar,"18,000 - 19,000",Full Time Jobs,BPO/ Telecaller,"20 Mar 2025, 08:52 AM"
TEAM LEADER,DEBTCARE ENTERPRISES PRIVTE LIMITED,Chennai - Virugambakkam,"15,000 - 25,000",Full Time Jobs,BPO/ Telecaller - Recovery-Collection,"19 Mar 2025, 10:48 PM"
Telesales Executive,Wayscape,"Bangalore - 80 Ft. Road, Krishnasagara, Marathahalli, HSR Layout Sector 5 + 1 more","25,000 - 30,000",Full Time Jobs,BPO/ Telecaller - Sales,"19 Mar 2025, 07:54 PM"
TELE MARKETING EXECUTIVE,Future Solitionz,Chennai - Egmore,"12,000 - 16,000",Full Time Jobs,"BPO/ Telecaller - Outgoing, Sales","19 Mar 2025, 05:10 PM"
"Tele sales , Customer support",Bimal,"Bangalore - Mahadevapura, Whitefield, ITPL","17,000 - 18,000",Full Time Jobs,"BPO/ Telecaller - Domestic, Voice, Sales, Support","19 Mar 2025, 04:58 PM"
Require A Tele Callers For Banking Process - Salary with Incentives,Srahasra Housing and Loans processing,"Hyderabad - Bachupally, Mallampet","9,000 - 15,000",Full Time Jobs,"BPO/ Telecaller - Outgoing, AR-Telecaller/-Medical-Billing","19 Mar 2025, 02:32 PM"
Domestic Voice Process,CAFS,Chennai - Mount Road,"13,000 - 25,000",Full Time Jobs,"BPO/ Telecaller - Outgoing, Domestic, Voice","19 Mar 2025, 12:29 PM"
SALES MANAGER,ROYALOAK IN CORPORATION,Chittoor - Murukambattu,"12,000 - 18,000",Full Time Jobs,BPO/ Telecaller - Sales,"19 Mar 2025, 11:16 AM"
ADMISSION COUNSELLOR,SSL EDUCAITON,Pudukkottai - Thirukkokarnam,"10,000 - 12,000",Full Time Jobs,BPO/ Telecaller - Sales,"19 Mar 2025, 10:31 AM"
Any work for suitable time,Not mentioned,"Mumbai - Kandivali East, Borivali East","5,000 - 5,500",Full Time Jobs,BPO/ Telecaller,"19 Mar 2025, 01:42 AM"
LEAD GENERATION EXECUTIVE,FUNDING EXPERTS,Mumbai - Sakinaka,"15,000 - 35,000",Full Time Jobs,"BPO/ Telecaller - Incoming, Outgoing, International, Sales","19 Mar 2025, 01:42 AM"
Sales man,A4G Media,"Greaternoida - ECOTECH II, Surajpur","15,000 - 22,000",Full Time Jobs,BPO/ Telecaller - Sales,"19 Mar 2025, 12:01 AM"
SALES PROMOTER,VODAFONE IDEA,Mumbai - Kurla West,"17,000 - 35,000",Full Time Jobs,"BPO/ Telecaller - Incoming, Outgoing, Domestic, International + 9 more","18 Mar 2025, 10:09 PM"
