title,company,location,salary,job_type,description,posted_date
cab driver,Not mentioned,Kolkata - Shalimar,"15,000 - 20,000",Full Time Jobs,Driver - Commercial Transport Driver,"26 Apr 2025, 10:59 AM"
Drive Electric with BluSmart Apply Today in Bangalore,BLU-SMART FLEET PRIVATE LIMITED,"Bangalore - Amarjyothi Layout-RMV Layout, Anagalapura, BCC Layout, Begur Road + 1 more","25,000 - 30,000",Full Time Jobs,"Driver - Company-driver, Private-Driver, Commercial-Transport-Driver, Interstate-Driver + 10 more","26 Apr 2025, 10:55 AM"
WANTED DRIVER,Not mentioned,Chennai - Manimangalam,"52,000 - 60,000",Full Time Jobs,Driver,"26 Apr 2025, 10:27 AM"
WANTED DRIVER,Not mentioned,Chennai - Ayanavaram,"52,000 - 60,000",Full Time Jobs,Driver,"26 Apr 2025, 10:27 AM"
Ministry Driver who is experienced in driving Innova and Fortuner,Not mentioned,Varanasi - Nagwa Lanka,"10,000 - 14,000",Full Time Jobs,Driver,"25 Apr 2025, 02:52 PM"
EV Driver Opportunities Drive with BluSmart in Bangalore,BLU-SMART FLEET PRIVATE LIMITED,"Bangalore - Yelahanka, Ambalipura Sarjapur Road, Anjanapura, Ayappa Garden-Adugodi + 1 more","25,000 - 30,000",Full Time Jobs,"Driver - Company-driver, Private-Driver, Commercial-Transport-Driver, Interstate-Driver + 10 more","25 Apr 2025, 01:58 PM"
Driver - Doctor House at Korattur,Not mentioned,"Chennai - Korattur, Ambattur","18,000 - 25,000",Full Time Jobs,Driver - Private Driver,"25 Apr 2025, 12:55 PM"
EV Driver Opportunities Drive with BluSmart in Delhi,BLU-SMART FLEET PRIVATE LIMITED,"Delhi - Bhajanpura, Bhikaji Cama Place, Chaman Vihar, Chhatarpur + 1 more","25,000 - 30,000",Full Time Jobs,"Driver - Company-driver, Private-Driver, Commercial-Transport-Driver, Interstate-Driver + 10 more","25 Apr 2025, 10:37 AM"
Urgent Requirement for All Types of Driver,Ola,"Mumbai - Bhandup Complex, Ambernath, Kalbadevi, Dombivli East + 1 more","30,000 - 35,000",Full Time Jobs,Driver,"25 Apr 2025, 10:33 AM"
I want cab driver,Not mentioned,Chennai - Vandalur,"35,000 - 38,000",Full Time Jobs,Driver - Taxi driver,"25 Apr 2025, 10:21 AM"
Cab Drivers Needed at Everest Fleet,Everest Fleet Pvt.Ltd,"Bangalore - Begur, Hebbal, Kengeri, Marathahalli-Sarjapur Outer Ring Road + 1 more","35,000 - 40,000",Full Time Jobs,"Driver - Truck-driver, Taxi-driver, Taxi/Cab","25 Apr 2025, 09:58 AM"
Driver required personal use,Not mentioned,"Vizag - RK Beach, Chinna Waltair, Maharani Peta, Purna Market + 1 more","15,000 - 18,000",Full Time Jobs,Driver,"25 Apr 2025, 05:12 AM"
Company Driver,WAE Corp ltd,"Noida - Noida Extension, Sector 150","20,000 - 25,000",Full Time Jobs,Driver - Company-driver,"25 Apr 2025, 01:45 AM"
Cab Drivers Wanted with a Joining Bonus at Everest Fleet,Everest Fleet Pvt.Ltd,"Mumbai - Byculla, Worli Naka, Dadar, Prabhadevi + 1 more","30,000 - 35,000",Full Time Jobs,"Driver - Truck-driver, Taxi-driver, Taxi/Cab","24 Apr 2025, 10:24 PM"
driver for gas agency,Not mentioned,Lucknow - Gomti Nagar Phase Ii,"10,000 - 12,000",Full Time Jobs,Driver,"24 Apr 2025, 05:52 PM"
TRUCK DRIVER BANGALORE,Not mentioned,Bangalore - Yelahanaka,"20,000 - 20,000",Full Time Jobs,"Driver - Commercial-Transport-Driver, Truck-driver","24 Apr 2025, 05:11 PM"
Exciting Opportunities for Cab Drivers at Everest Fleet.,Everest Fleet Pvt.Ltd,"Pune - Balewadi, Hinjewadi, Bhumkar Nagar, Chinchwad + 1 more","30,000 - 35,000",Full Time Jobs,"Driver - Truck-driver, Taxi-driver, Taxi/Cab","24 Apr 2025, 04:57 PM"
Car Driver,Not mentioned,Chennai - Guindy,"10,000 - 18,000",Full Time Jobs,Driver - Company driver,"24 Apr 2025, 03:49 PM"
Delivery Associate,G LogisticsS,"Chennai - Poonamallee, Pattabiram, Avadi, Mangadu + 1 more","18,000 - 24,000",Full Time Jobs,"Driver - Commercial-Transport-Driver, Interstate-Driver, Heavy-Vehicle-Driver, Truck-driver","24 Apr 2025, 03:09 PM"
Urgent Hiring BluSmart Drivers Needed In Delhi,BLU-SMART FLEET PRIVATE LIMITED,"Delhi - Dayal Pur, Dilshad Colony, Gadaipur, Haibutpur + 1 more","25,000 - 30,000",Full Time Jobs,"Driver - Company-driver, Private-Driver, Commercial-Transport-Driver, Interstate-Driver + 10 more","24 Apr 2025, 02:48 PM"
WANTED DRIVER,Not mentioned,Chennai - Alwarpet,"51,000 - 56,000",Full Time Jobs,Driver,"24 Apr 2025, 10:28 AM"
Cab Drivers Needed at Everest Fleet,Everest Fleet Pvt.Ltd,"Bangalore - Banashankari, Bannerghatta Road, Ashok Nagar, Bommanahalli + 1 more","35,000 - 40,000",Full Time Jobs,"Driver - Truck-driver, Taxi-driver, Taxi/Cab","24 Apr 2025, 09:12 AM"
Cab Drivers Wanted with a Joining Bonus at Everest Fleet,Everest Fleet Pvt.Ltd,"Kolkata - Kalighat, Charu Market, New Alipore, Chetla + 1 more","30,000 - 35,000",Full Time Jobs,Driver,"24 Apr 2025, 01:06 AM"
Executive dr,Not mentioned,Pune - Lohegaon,"10,000 - 30,000",Full Time Jobs,Driver,"24 Apr 2025, 12:47 AM"
BIKE RIDER JOB AVAILABLE IN DUBAI || SALARY STARTS FROM 60000 TO 70000 || IMMEDIATE JOINING || FOOD AND ACCOMMODATION FREE ||,TEACHER TECHNOLOGIES,Dubai,"60,000 - 80,000",Work Abroad,Driver - Two-Wheeler-Driver,"23 Apr 2025, 10:19 PM"
Wanted Drivers in Chetpet Chennai,Not mentioned,Chennai - Chetpet,"17,000 - 18,000",Full Time Jobs,Driver,"23 Apr 2025, 08:22 PM"
Need Driver For Tata Ace Tempo,Not mentioned,Mumbai - Borivali West,"18,000 - 20,000",Full Time Jobs,Driver - Commercial Transport Driver,"23 Apr 2025, 07:03 PM"
Riders Delivery boy,Last mile delivery,"Bangalore - HSR Layout, Begur","15,000 - 25,000",Full Time Jobs,Driver - Two-Wheeler-Driver,"23 Apr 2025, 06:07 PM"
"Driver Required for Long-Distance Taxi Service,Looking for a Driver for Long Trip",Not mentioned,Chennai - Ambattur,"27,000 - 30,000",Full Time Jobs,"Driver - Commercial Transport Driver, Company driver, Taxi driver","23 Apr 2025, 05:23 PM"
driver need,Not mentioned,Chennai - Parrys,"40,000 - 49,000",Full Time Jobs,Driver - Commercial Transport Driver,"23 Apr 2025, 04:40 PM"
Personal Driver,Ranjit Ghosh,"Kolkata - Bidhannagar, Salt Lake Sector II","13,000 - 14,000",Full Time Jobs,Driver - Private-Driver,"23 Apr 2025, 02:09 PM"
need a cab driver for software company,Not mentioned,"Hyderabad - Gachibowli, Kothaguda, Hi Tech City, Kukatpally","16,000 - 25,000",Full Time Jobs,"Driver - Company driver, Taxi driver","23 Apr 2025, 01:36 PM"
urgent requirement saudi arabia,Not mentioned,Hyderabad - Mehdipatnam,"35,000 - 45,000",Full Time Jobs,Driver - Private Driver,"23 Apr 2025, 01:28 PM"
Exciting Opportunities for Cab Drivers at Everest Fleet.,Everest Fleet Pvt.Ltd,"Pune - Balewadi, Hinjewadi, Bhumkar Nagar, Chinchwad + 1 more","30,000 - 35,000",Full Time Jobs,"Driver - Truck-driver, Taxi-driver, Taxi/Cab","23 Apr 2025, 12:36 PM"
It company driver 12 hours duty,Not mentioned,Chennai - Ramapuram,"23,000 - 28,000",Full Time Jobs,Driver,"23 Apr 2025, 10:07 AM"
Auto trolley driver required,Not mentioned,"Hyderabad - Aditya Nagar Colony-Toli Chowki, Aditya Nagar-Hafeezpet, Allwyn Colony, Attapur + 1 more","15,000 - 20,000",Full Time Jobs,Driver,"23 Apr 2025, 10:06 AM"
Luxury car driver,Not mentioned,Gurgaon - Ashok Vihar,"28,000 - 35,000",Full Time Jobs,Driver,"23 Apr 2025, 10:06 AM"
WANTED DRIVER,Not mentioned,Chennai - Adyar,"56,000 - 60,000",Full Time Jobs,Driver,"23 Apr 2025, 10:06 AM"
WANTED DRIVER,Not mentioned,Chennai - Ayanavaram,"51,000 - 56,000",Full Time Jobs,Driver,"23 Apr 2025, 10:06 AM"
I need driver,Not mentioned,Hyderabad - Hi Tech City,"16,000 - 18,000",Full Time Jobs,Driver - Company driver,"23 Apr 2025, 10:05 AM"
WANTED DRIVER,Not mentioned,Chennai - Madhavaram,"50,000 - 60,000",Full Time Jobs,Driver,"23 Apr 2025, 10:04 AM"
Urgent Requirement for water tanker driver,Not mentioned,"Pune - Deccan, Shivaji Nagar, Kothrud, Deccan Gymkhana","20,000 - 22,000",Full Time Jobs,Driver - Commercial Transport Driver,"23 Apr 2025, 09:47 AM"
Wanted Drivers,karunadu Services Private limited,"Bangalore - Bellandur, Bellandur Outer Ring Road, Kadubeesanahalli","18,000 - 30,000",Full Time Jobs,"Driver - Company-driver, Private-Driver, Commercial-Transport-Driver, Heavy-Vehicle-Driver","22 Apr 2025, 10:56 PM"
