title,company,location,salary,job_type,description,posted_date
Field Sales Executivr,Not mentioned,"Bangalore - Laggere, Yelahanaka, Basaweshwara Nagar, RR Nagar + 1 more","20,000 - 24,500",Full Time Jobs,Sales,"03 May 2025, 07:11 PM"
Customer Care Executive,Lakhu TeleServices PVT LTD,Ahmedabad - Sola,"10,000 - 18,000",Full Time Jobs,"Sales - Others, Telecom","03 May 2025, 06:05 PM"
customer service executive,lenka infra services pvt ltd,Bhubaneswar - Pipili,"10,000 - 11,000",Work From Home,Sales - Real-estate,"03 May 2025, 04:53 PM"
Sales and business development,Not mentioned,"Mumbai - Grant Road, Tardeo","25,000 - 35,000",Full Time Jobs,Sales - B2B-sales,"03 May 2025, 04:20 PM"
Sales Executive,Finotive Solutions,"Chennai - Velachery, Chromepet, T Nagar, Kodambakkam + 1 more","15,000 - 20,000",Full Time Jobs,Sales - Jewellery,"03 May 2025, 03:44 PM"
SALES EXECUTIVE,NJL-HOUSE OF JEWELLERY,Ahmedabad - CG Road,"15,000 - 25,000",Full Time Jobs,Sales - Jewellery,"03 May 2025, 03:30 PM"
Store Supervisor,Detailing Bull,Gurgaon - Sector 57,"18,000 - 25,000",Full Time Jobs,"Sales - Retail, Automobile","03 May 2025, 03:29 PM"
Sales Fresher,Not mentioned,"Mumbai - Borivali, Aarey Road, Andheri East, Carter Road + 1 more","7,000 - 8,000",Full Time Jobs,Sales,"03 May 2025, 02:47 PM"
Counter salesman,Not mentioned,"Gwalior - Morar, Tekanpur","6,000 - 12,000",Full Time Jobs,Sales,"03 May 2025, 01:13 PM"
Sales & Marketing Executive IT Solutions,Not mentioned,Madurai - Madurai Main,"15,000 - 20,000",Full Time Jobs,Sales,"03 May 2025, 12:49 PM"
CAR DRIVER,OTTO TAPES & EQUIPMENTS MFG CO llp,"Navimumbai - Airoli, Sector 6 Airoli","14,000 - 15,000",Full Time Jobs,Sales - Manufacturing,"03 May 2025, 12:45 PM"
SALES EXECUTIVE,VK AGENCIES,"Trivandrum - Sasthamangalam, Vazhuthacaud","16,000 - 24,000",Full Time Jobs,"Sales - FMCG, Food-and-Beverage-Sales","03 May 2025, 12:45 PM"
Field Sales,Not mentioned,"Bhopal - Idgah Hills, Lalghati, Habib Ganj, TT Nagar + 1 more","13,000 - 15,000",Full Time Jobs,Sales,"03 May 2025, 11:56 AM"
Sales Executive or Internship,Thrive Digital Pro,"Mumbai - Borivali, Malad, Andheri West, Mira Road + 1 more","7,000 - 8,000",Work From Home,Sales,"03 May 2025, 10:58 AM"
Back Office Sales Executive-Pharmaceutical products,ShubhchintaQ HR ServiceS,Lucknow - Alambagh,"15,000 - 25,000",Full Time Jobs,Sales - Pharma,"03 May 2025, 10:38 AM"
